#router1, port on router1, router2, port on router 2, failure start, failure end
loy-hs,Serial1/0,plu-coe,Serial1/1,1354241207.0,1354241452.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354241465.0,1354241893.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354241899.0,1354241974.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354246465.0,1354246472.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354246478.0,1354246482.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354246508.0,1354246531.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354246616.0,1354246648.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354246729.0,1354246777.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354246790.0,1354247038.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354247052.0,1354247315.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354247321.0,1354249162.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354249172.0,1354249429.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354249464.0,1354249477.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354249501.0,1354249515.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354249591.0,1354249597.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354249643.0,1354249648.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354249653.0,1354249683.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354249692.0,1354249702.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354249708.0,1354249729.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354249734.0,1354249747.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354249797.0,1354249814.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354249823.0,1354249832.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354249927.0,1354249981.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354250235.0,1354250240.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354250655.0,1354250660.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354250664.0,1354250671.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354250683.0,1354250693.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354261520.0,1354261545.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354261546.0,1354261547.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354261561.0,1354261674.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354262680.0,1354262882.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354262891.0,1354263928.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354263933.0,1354265022.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354265027.0,1354265042.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354265043.0,1354265104.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354265113.0,1354265152.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354265166.0,1354265185.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354265192.0,1354265205.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354265963.0,1354265966.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354266011.0,1354266122.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354266127.0,1354266136.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354266158.0,1354267913.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354267947.0,1354267980.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354268043.0,1354268051.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354268100.0,1354268110.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354268121.0,1354268130.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354268135.0,1354268204.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354268271.0,1354268301.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354268307.0,1354268318.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354268358.0,1354268362.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354268365.0,1354268392.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354268430.0,1354284658.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354284743.0,1354284765.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354285073.0,1354285099.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354285411.0,1354285414.0
loy-hs,Serial1/0,plu-coe,Serial1/1,1354285494.0,1354285524.0
sfo-agg1,GigabitEthernet0/0/2.129,ucb-ihouse-1,GigabitEthernet0/1,1314392615.0,1314392795.0
sfo-agg1,GigabitEthernet0/0/2.129,ucb-ihouse-1,GigabitEthernet0/1,1317742871.0,1317742899.0
sfo-agg1,GigabitEthernet0/0/2.129,ucb-ihouse-1,GigabitEthernet0/1,1317743105.0,1317743120.0
sfo-agg1,GigabitEthernet0/0/2.129,ucb-ihouse-1,GigabitEthernet0/1,1317743139.0,1317743286.0
sfo-agg1,GigabitEthernet0/0/2.129,ucb-ihouse-1,GigabitEthernet0/1,1319014375.0,1319014381.0
sfo-agg1,GigabitEthernet0/0/2.129,ucb-ihouse-1,GigabitEthernet0/1,1319015612.0,1319015617.0
sfo-agg1,GigabitEthernet0/0/2.129,ucb-ihouse-1,GigabitEthernet0/1,1319017822.0,1319017827.0
sfo-agg1,GigabitEthernet0/0/2.129,ucb-ihouse-1,GigabitEthernet0/1,1319017918.0,1319017923.0
sfo-agg1,GigabitEthernet0/0/2.129,ucb-ihouse-1,GigabitEthernet0/1,1319017931.0,1319017941.0
sfo-agg1,GigabitEthernet0/0/2.129,ucb-ihouse-1,GigabitEthernet0/1,1319017992.0,1319018002.0
sfo-agg1,GigabitEthernet0/0/2.129,ucb-ihouse-1,GigabitEthernet0/1,1319018632.0,1319018656.0
sfo-agg1,GigabitEthernet0/0/2.129,ucb-ihouse-1,GigabitEthernet0/1,1319020187.0,1319020279.0
sfo-agg1,GigabitEthernet0/0/2.129,ucb-ihouse-1,GigabitEthernet0/1,1319020303.0,1319020350.0
sfo-agg1,GigabitEthernet0/0/2.129,ucb-ihouse-1,GigabitEthernet0/1,1319020508.0,1319020579.0
sfo-agg1,GigabitEthernet0/0/2.129,ucb-ihouse-1,GigabitEthernet0/1,1319022481.0,1319022487.0
sfo-agg1,GigabitEthernet0/0/2.129,ucb-ihouse-1,GigabitEthernet0/1,1322645222.0,1322645229.0
sfo-agg1,GigabitEthernet0/0/2.129,ucb-ihouse-1,GigabitEthernet0/1,1325786290.0,1325787194.0
sfo-agg1,GigabitEthernet0/0/2.129,ucb-ihouse-1,GigabitEthernet0/1,1331022988.0,1331023163.0
sfo-agg1,GigabitEthernet0/0/2.129,ucb-ihouse-1,GigabitEthernet0/1,1343116000.0,1343116193.0
sfo-agg1,GigabitEthernet0/0/2.129,ucb-ihouse-1,GigabitEthernet0/1,1343116194.0,1343116198.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1287997891.0,1287998166.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1287998167.0,1287998169.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1289010011.0,1289010276.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1289010854.0,1289010960.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1289013082.0,1289013150.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1289139143.0,1289173562.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1289294127.0,1289294141.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1291362148.0,1291362153.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1291363106.0,1291366038.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1295119049.0,1295119054.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1295339575.0,1295339580.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1295527444.0,1295527498.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1296201818.0,1296202054.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1296202303.0,1296202327.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1296202626.0,1296202633.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1296765116.0,1296765121.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1296765356.0,1296765361.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1297153162.0,1297154725.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1297770272.0,1297770277.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1297770295.0,1297770300.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1300191924.0,1300191929.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1300360730.0,1300360765.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1302363303.0,1302363407.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1304409148.0,1304409164.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1304409173.0,1304409178.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1304409275.0,1304409291.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1305395657.0,1305396321.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1306956214.0,1306956219.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1306956256.0,1306956273.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1306956317.0,1306956329.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1306956345.0,1306956375.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1306956580.0,1306956604.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1306960004.0,1306960009.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1306960047.0,1306960057.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1306960108.0,1306960113.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1306960134.0,1306960146.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1306960159.0,1306960212.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1307412000.0,1307413470.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1308228363.0,1308228370.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1310460827.0,1310469841.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1310640419.0,1310640424.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1310834555.0,1310834568.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1310834586.0,1310834635.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1311011407.0,1311011412.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1311093174.0,1311093179.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1311649173.0,1311649186.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1311924828.0,1311924833.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1311932493.0,1311932515.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1312083406.0,1312083414.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1312811343.0,1312811350.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1312815081.0,1312815088.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1312916013.0,1312916032.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1313243229.0,1313243234.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1313291982.0,1313291990.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1313476654.0,1313476662.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1313546423.0,1313546430.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1313550175.0,1313550184.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1313556938.0,1313556943.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1314136468.0,1314136475.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1314354530.0,1314354537.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1314382295.0,1314382304.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1314779836.0,1314779843.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1316507776.0,1316507803.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1316509564.0,1316509573.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1316509590.0,1316509632.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1318316949.0,1318317163.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1319624853.0,1319624928.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1320137263.0,1320137268.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1320138045.0,1320138051.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1321475636.0,1321475644.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1325754980.0,1325754985.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1326860491.0,1326867104.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1326869063.0,1326869381.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1328174573.0,1328174578.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1328489012.0,1328489072.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1331071435.0,1331071440.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1331071473.0,1331071477.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1331071496.0,1331071501.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1331071513.0,1331071521.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1331071544.0,1331071549.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1331071567.0,1331071572.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1331071589.0,1331071594.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1331071595.0,1331071597.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1331071614.0,1331071619.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1331071636.0,1331071641.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1331071662.0,1331071667.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1331071688.0,1331071693.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1331071714.0,1331071720.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1331071746.0,1331071751.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1331071764.0,1331071769.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1331071778.0,1331071783.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1331071801.0,1331071806.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1331071825.0,1331071830.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1331071849.0,1331071854.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1331071873.0,1331071880.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1331071897.0,1331071902.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1331071922.0,1331071927.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1331071944.0,1331071949.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1331071969.0,1331071975.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1331072019.0,1331072024.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1333487943.0,1333487949.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1333487982.0,1333487988.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1333488016.0,1333488021.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1333488037.0,1333488043.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1333488061.0,1333488066.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1333488074.0,1333488079.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1333488099.0,1333488104.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1333488121.0,1333488127.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1333488145.0,1333488150.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1333488163.0,1333488168.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1333488175.0,1333488182.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1333488183.0,1333488186.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1333641654.0,1333641659.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1333641743.0,1333641748.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1333641756.0,1333641761.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1333641775.0,1333641780.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1333644402.0,1333644407.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1333644415.0,1333644421.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1333644440.0,1333644445.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1333644478.0,1333644483.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1340095023.0,1340095028.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1341819234.0,1341827922.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1342110077.0,1342110082.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1342110108.0,1342110113.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1342110124.0,1342110129.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1342110143.0,1342110148.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1342110188.0,1342110194.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1342110202.0,1342110207.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1342110225.0,1342110230.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1342110265.0,1342110270.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1342110278.0,1342110283.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1342110319.0,1342110324.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1342110337.0,1342110342.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1342110374.0,1342110379.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1342110406.0,1342110411.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1344938790.0,1344938795.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1344938919.0,1344938947.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1344939158.0,1344939166.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1347051404.0,1347051463.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1347087560.0,1347087691.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1347088500.0,1347088637.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1347090222.0,1347090356.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350019727.0,1350019733.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350019740.0,1350019745.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350019757.0,1350019762.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350019778.0,1350019783.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350019784.0,1350019788.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350019801.0,1350019806.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350019813.0,1350019820.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350019829.0,1350019835.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350019855.0,1350019859.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350019875.0,1350019880.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350019991.0,1350019997.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350020022.0,1350020027.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350020069.0,1350020075.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350020090.0,1350020095.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350020309.0,1350020314.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350020350.0,1350020355.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350020406.0,1350020411.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350020442.0,1350020447.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350052080.0,1350052085.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350052092.0,1350052098.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350052118.0,1350052123.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350052148.0,1350052153.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350052946.0,1350052951.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350052981.0,1350052986.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350052994.0,1350053000.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053001.0,1350053004.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053026.0,1350053031.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053040.0,1350053048.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053067.0,1350053074.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053091.0,1350053097.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053109.0,1350053114.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053145.0,1350053150.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053171.0,1350053176.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053186.0,1350053189.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053214.0,1350053219.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053227.0,1350053233.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053256.0,1350053261.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053271.0,1350053276.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053296.0,1350053301.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053320.0,1350053326.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053346.0,1350053352.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053353.0,1350053359.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053384.0,1350053389.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053406.0,1350053411.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053428.0,1350053433.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053454.0,1350053459.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053467.0,1350053472.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053490.0,1350053496.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053513.0,1350053518.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053530.0,1350053535.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053543.0,1350053548.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053550.0,1350053554.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053566.0,1350053572.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053573.0,1350053577.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053603.0,1350053609.0
tus-agg2,GigabitEthernet0/0/1,ven-coe,GigabitEthernet0/2,1350053610.0,1350053616.0
