#router1, port on router1, router2, port on router 2, failure start, failure end
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048472.0,1336048474.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048476.0,1336048478.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048483.0,1336048489.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048494.0,1336048499.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048504.0,1336048509.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048514.0,1336048523.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048528.0,1336048574.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048579.0,1336048584.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048589.0,1336048594.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048600.0,1336048602.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048603.0,1336048605.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048606.0,1336048610.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048611.0,1336048613.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048618.0,1336048618.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048621.0,1336048621.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048623.0,1336048625.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048626.0,1336048628.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048629.0,1336048631.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048632.0,1336048634.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048638.0,1336048638.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048643.0,1336048662.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048667.0,1336048674.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048679.0,1336048684.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048694.0,1336048704.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048709.0,1336048714.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048724.0,1336048729.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048734.0,1336048742.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048747.0,1336048749.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048757.0,1336048757.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048759.0,1336048762.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048763.0,1336048765.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048766.0,1336048768.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048774.0,1336048775.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048776.0,1336048778.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048779.0,1336048779.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048782.0,1336048784.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048787.0,1336048787.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048792.0,1336048792.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048799.0,1336048804.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048809.0,1336048814.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048817.0,1336048842.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048847.0,1336048869.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048874.0,1336048912.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048917.0,1336048919.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048920.0,1336048922.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048925.0,1336048925.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048928.0,1336048928.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048931.0,1336048933.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048938.0,1336048938.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048941.0,1336048943.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048949.0,1336048951.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048953.0,1336048955.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336048960.0,1336048964.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049264.0,1336049266.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049268.0,1336049270.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049273.0,1336049275.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049276.0,1336049286.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049287.0,1336049289.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049290.0,1336049291.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049292.0,1336049292.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049295.0,1336049295.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049315.0,1336049325.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049330.0,1336049341.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049346.0,1336049355.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049370.0,1336049380.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049390.0,1336049406.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049412.0,1336049415.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049420.0,1336049426.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049432.0,1336049432.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049434.0,1336049434.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049437.0,1336049439.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049442.0,1336049442.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049453.0,1336049453.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049459.0,1336049460.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049461.0,1336049463.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049465.0,1336049471.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049476.0,1336049481.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049488.0,1336049501.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049506.0,1336049525.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049529.0,1336049535.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049540.0,1336049550.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049568.0,1336049573.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049578.0,1336049583.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049588.0,1336049601.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049606.0,1336049607.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049610.0,1336049610.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049613.0,1336049615.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049616.0,1336049621.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049625.0,1336049635.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049640.0,1336049652.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049658.0,1336049663.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049668.0,1336049670.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049675.0,1336049694.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049700.0,1336049705.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049710.0,1336049715.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049720.0,1336049725.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049730.0,1336049740.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049745.0,1336049746.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049747.0,1336049749.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049763.0,1336049763.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049766.0,1336049768.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049769.0,1336049773.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049774.0,1336049776.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049777.0,1336049781.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049782.0,1336049791.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049801.0,1336049812.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049817.0,1336049831.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049857.0,1336049857.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049862.0,1336049877.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049882.0,1336049887.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049892.0,1336049909.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049910.0,1336049911.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049912.0,1336049914.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049919.0,1336049921.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049922.0,1336049926.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049927.0,1336049928.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049930.0,1336049931.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049933.0,1336049935.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049941.0,1336049942.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049944.0,1336049972.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336049977.0,1336050008.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050013.0,1336050017.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050022.0,1336050027.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050032.0,1336050058.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050062.0,1336050068.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050069.0,1336050069.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050071.0,1336050073.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050074.0,1336050076.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050078.0,1336050083.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050084.0,1336050086.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050088.0,1336050091.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050092.0,1336050094.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050105.0,1336050110.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050125.0,1336050130.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050135.0,1336050165.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050175.0,1336050180.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050190.0,1336050211.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050221.0,1336050247.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050345.0,1336050368.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050373.0,1336050392.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050397.0,1336050413.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050414.0,1336050417.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050419.0,1336050420.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050422.0,1336050423.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050425.0,1336050427.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050430.0,1336050430.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050435.0,1336050437.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050438.0,1336050442.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050443.0,1336050443.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050447.0,1336050453.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050458.0,1336050468.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050473.0,1336050500.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050505.0,1336050508.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050518.0,1336050533.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050545.0,1336050560.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050565.0,1336050570.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050571.0,1336050612.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050616.0,1336050618.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050619.0,1336050623.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050627.0,1336050632.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050636.0,1336050641.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050646.0,1336050661.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050672.0,1336050677.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050681.0,1336050701.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050706.0,1336050711.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050716.0,1336050746.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050749.0,1336050751.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050752.0,1336050753.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050754.0,1336050754.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050757.0,1336050758.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050759.0,1336050761.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050762.0,1336050762.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050765.0,1336050767.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050768.0,1336050770.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050776.0,1336050778.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050779.0,1336050799.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050804.0,1336050819.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050824.0,1336050834.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050839.0,1336050844.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050849.0,1336050854.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050859.0,1336050879.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050884.0,1336050906.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050911.0,1336050913.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050918.0,1336050920.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050921.0,1336050923.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050924.0,1336050926.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050927.0,1336050929.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050930.0,1336050933.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050935.0,1336050936.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050937.0,1336050945.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050950.0,1336050965.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050970.0,1336050975.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336050980.0,1336050995.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051000.0,1336051002.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051010.0,1336051035.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051040.0,1336051063.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051064.0,1336051066.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051067.0,1336051069.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051070.0,1336051070.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051072.0,1336051072.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051078.0,1336051080.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051081.0,1336051085.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051086.0,1336051088.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051089.0,1336051091.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051092.0,1336051096.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051104.0,1336051109.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051114.0,1336051125.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051130.0,1336051174.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051179.0,1336051184.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051189.0,1336051193.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051198.0,1336051209.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051214.0,1336051222.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051223.0,1336051223.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051225.0,1336051225.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051228.0,1336051232.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051234.0,1336051235.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051236.0,1336051238.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051239.0,1336051241.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051247.0,1336051248.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051249.0,1336051252.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051271.0,1336051275.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051280.0,1336051295.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051300.0,1336051303.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051308.0,1336051355.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051360.0,1336051363.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051368.0,1336051373.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051376.0,1336051376.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051378.0,1336051383.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051386.0,1336051386.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051388.0,1336051390.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051391.0,1336051393.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051394.0,1336051396.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051397.0,1336051401.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051402.0,1336051404.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051405.0,1336051409.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051412.0,1336051418.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051434.0,1336051445.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051450.0,1336051458.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051489.0,1336051490.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051495.0,1336051499.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051504.0,1336051509.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051514.0,1336051520.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051525.0,1336051536.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051539.0,1336051539.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051545.0,1336051546.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051548.0,1336051549.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051550.0,1336051552.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051553.0,1336051554.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051555.0,1336051555.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051559.0,1336051560.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051561.0,1336051562.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051564.0,1336051564.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051566.0,1336051576.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051581.0,1336051611.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051626.0,1336051639.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051649.0,1336051654.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051659.0,1336051689.0
oak-core1,TenGigE0/4/0/2,svl-isp1,GigabitEthernet2/0/0,1336051692.0,1336051694.0
