#ip addr, router1, port on router1, valid till
207.233.110.1,moo-cc,FastEthernet0/0,1215864636
137.164.39.36,moo-cc,Loopback0,253402300799
207.233.35.201,ch-cc-gk,FastEthernet0/0,253402300799
207.233.62.2,lbc-cc-gk,FastEthernet0/0,253402300799
137.164.34.85,mam-coe,Serial1/0/0,1193964718
137.164.10.193,mam-coe,FastEthernet0/0/0,1193964718
163.150.246.1,mam-coe,FastEthernet0/0/1,1193964718
137.164.39.186,mam-coe,Loopback0,1318899635
163.150.246.1,mam-coe,FastEthernet4/1,1318899635
137.164.10.193,mam-coe,FastEthernet4/0,1318899635
137.164.34.85,mam-coe,Serial1/1,1318899635
198.188.255.66,lam-cc,FastEthernet0/1,1217679034
198.188.255.66,lam-cc,GigabitEthernet0/3,253402300799
204.102.252.17,lam-cc,GigabitEthernet0/2,253402300799
137.164.32.245,lam-cc,GigabitEthernet0/1,253402300799
192.168.10.1,lam-cc,FastEthernet0/0,1102126738
204.102.252.17,lam-cc,FastEthernet0/0,1217679034
137.164.39.31,lam-cc,Loopback0,253402300799
137.164.32.57,lam-cc,Serial1/0,253402300799
137.164.8.98,sc-coe-ts,Ethernet0,1337243411
1.1.1.1,sc-coe-ts,Loopback1,1337243411
137.164.39.74,sol-coe,Loopback0,253402300799
137.164.34.55,sol-coe,Serial1/1,1235441536
137.164.32.155,sol-coe,Serial1/0,1199585529
137.164.8.193,sol-coe,FastEthernet0/0/0,1198865062
137.164.32.155,sol-coe,Serial1/0/0,1198865062
63.199.33.2,sol-coe,FastEthernet0/0/1,1198865062
137.164.34.55,sol-coe,Serial1/0/1,1198865062
63.199.33.2,sol-coe,GigabitEthernet0/3,253402300799
137.164.34.132,sol-coe,GigabitEthernet0/2,253402300799
137.164.32.23,sol-coe,GigabitEthernet0/1,253402300799
137.164.8.193,sol-coe,FastEthernet4/0,253402300799
137.164.33.29,sol-cc,Serial1/0,253402300799
137.164.34.155,sol-cc,FastEthernet0/1,253402300799
204.17.179.1,sol-cc,FastEthernet0/0,1255741934
204.17.179.254,sol-cc,FastEthernet0/0,253402300799
137.164.39.12,sol-cc,Loopback0,253402300799
137.164.39.102,yol-coe,Loopback0,253402300799
137.164.34.17,yol-coe,Serial1/1,1225329674
137.164.32.213,yol-coe,Serial1/0,1224724865
137.164.9.225,yol-coe,FastEthernet0/0/0,1198375580
137.164.32.213,yol-coe,Serial1/0/0,1198375580
137.164.13.105,yol-coe,FastEthernet0/0/1,1198375580
137.164.34.17,yol-coe,Serial1/0/1,1198375580
137.164.13.105,yol-coe,GigabitEthernet0/3,253402300799
137.164.34.4,yol-coe,GigabitEthernet0/2,253402300799
137.164.1.31,yol-coe,GigabitEthernet0/1,1223860238
137.164.1.31,yol-coe,GigabitEthernet0/1,253402300799
137.164.13.105,yol-coe,FastEthernet4/1,1232158299
137.164.9.225,yol-coe,FastEthernet4/0,253402300799
205.155.225.20,lp-cc-gk,FastEthernet0/0,253402300799
137.164.13.101,ed-coe,GigabitEthernet0/3,253402300799
137.164.34.18,ed-coe,GigabitEthernet0/2,253402300799
137.164.32.17,ed-coe,GigabitEthernet0/1,253402300799
137.164.13.101,ed-coe,FastEthernet0/0/1,1202436380
137.164.39.93,ed-coe,Loopback0,1202436380
137.164.39.11,ed-coe,Loopback0,253402300799
137.164.9.161,ed-coe,FastEthernet0/0/0,1202436380
137.164.32.195,ed-coe,Serial1/0/0,1202436380
137.164.34.22,ed-coe,Serial1/0/1,1202436380
137.164.34.22,ed-coe,Serial1/1,1220404330
137.164.9.161,ed-coe,FastEthernet4/0,253402300799
198.188.6.33,ec-cc,GigabitEthernet0/3,253402300799
137.164.35.231,ec-cc,GigabitEthernet0/1,253402300799
198.188.6.33,ec-cc,FastEthernet0/0,1216429881
137.164.39.22,ec-cc,Loopback0,253402300799
137.164.32.39,ec-cc,Serial2/0,253402300799
207.233.7.1,msj-cc,FastEthernet0/0,253402300799
137.164.39.52,msj-cc,Loopback0,253402300799
137.164.32.103,msj-cc,Serial2/0,253402300799
137.164.1.2,sc-coe,GigabitEthernet0/3,253402300799
137.164.13.237,sc-coe,GigabitEthernet0/2,253402300799
137.164.32.115,sc-coe,GigabitEthernet0/1,253402300799
198.189.240.74,sc-coe,FastEthernet0/0/1,1184288812
137.164.39.73,sc-coe,Loopback0,1184288812
137.164.39.225,sc-coe,Loopback0,253402300799
137.164.8.97,sc-coe,FastEthernet0/0/0,1184288812
137.164.32.153,sc-coe,Serial1/0/0,1184288812
137.164.35.49,sc-coe,Serial1/0/1,1184288812
137.164.35.49,sc-coe,Serial1/1,1217074028
137.164.8.97,sc-coe,FastEthernet4/0,1339722679
137.164.1.28,but-cc,GigabitEthernet0/2,1223946014
137.164.1.5,but-cc,GigabitEthernet0/1,1223946014
137.164.39.130,but-cc,Loopback0,1223946014
205.155.141.1,but-cc,GigabitEthernet0/3.141,1223946014
198.189.144.1,but-cc,GigabitEthernet0/3.144,1223946014
137.164.19.165,bak-agg-sw-1,FastEthernet1,253402300799
137.164.8.34,mp-cc-ts,Ethernet0,253402300799
1.1.1.1,mp-cc-ts,Loopback0,253402300799
137.164.18.105,svl-15530-1,FastEthernet0,1120590006
137.164.31.10,svl-15530-1,EthernetDcc9/0/0,1120590006
137.164.31.142,svl-15530-1,Loopback0,1120590006
137.164.31.6,svl-15530-1,EthernetDcc10/0/0,1120590006
137.164.10.178,tbj-usd-ts,Ethernet0,1338107413
1.1.1.1,tbj-usd-ts,Loopback0,1338107413
137.164.42.19,liveoaksprings-sw-1-mgmt,Vlan459,1309892424
198.188.255.22,wla-cc,FastEthernet0/1,1226715672
137.164.32.77,wla-cc,Serial2/0,1237857131
137.164.32.77,wla-cc,Serial2/0,1238202688
137.164.32.77,wla-cc,Serial2/0,253402300799
198.188.255.22,wla-cc,GigabitEthernet0/3,253402300799
204.102.252.33,wla-cc,GigabitEthernet0/2,253402300799
137.164.1.43,wla-cc,GigabitEthernet0/1,1227619563
137.164.1.43,wla-cc,GigabitEthernet0/1,253402300799
204.102.252.33,wla-cc,FastEthernet0/0,1226715672
137.164.39.41,wla-cc,Loopback0,253402300799
137.164.40.43,dh-csu-sw-1-mgmt,Vlan112,253402300799
137.164.42.246,pom-csu-sw-1-mgmt,Vlan110,1342354381
137.164.42.246,pom-csu-sw-1-mgmt,Vlan250,253402300799
198.188.96.3,cer-cc-1,GigabitEthernet0/3,1259633690
198.188.96.3,cer-cc-1,GigabitEthernet0/3,253402300799
137.164.50.37,cer-cc-1,GigabitEthernet0/1,1259633690
137.164.50.37,cer-cc-1,GigabitEthernet0/1,253402300799
137.164.39.241,cer-cc-1,Loopback0,1259633690
137.164.39.241,cer-cc-1,Loopback0,253402300799
198.189.159.42,198.189.159.42,FastEthernet0/0,1099559959
198.188.6.251,ec-cc-gk,FastEthernet0/0,253402300799
137.164.46.0,tri-agg1,GigabitEthernet0/0/0,1264464634
137.164.1.204,tri-agg1,GigabitEthernet0/0/0,253402300799
137.164.46.2,tri-agg1,GigabitEthernet0/0/1,1264464634
137.164.32.170,tri-agg1,GigabitEthernet0/0/1,253402300799
137.164.46.4,tri-agg1,GigabitEthernet0/0/2,1264464634
137.164.41.153,tri-agg1,GigabitEthernet0/0/4,253402300799
137.164.41.153,tri-agg1,GigabitEthernet0/0/5,1198181026
137.164.32.230,tri-agg1,GigabitEthernet0/0/5,1336633920
137.164.47.130,tri-agg1,GigabitEthernet6/0/0,253402300799
137.164.32.230,tri-agg1,GigabitEthernet3/0/0.194,253402300799
137.164.46.6,tri-agg1,GigabitEthernet0/0/8,1205535857
137.164.46.6,tri-agg1,GigabitEthernet0/0/8,1218669026
137.164.46.8,tri-agg1,GigabitEthernet0/0/9,1205535857
137.164.46.8,tri-agg1,GigabitEthernet0/0/9,1214435408
137.164.47.9,tri-agg1,GigabitEthernet0/0/9,1215630612
137.164.19.49,tri-agg1,GigabitEthernet4/0/3.100,253402300799
137.164.22.38,tri-agg1,GigabitEthernet4/0/3,253402300799
137.164.3.66,tri-agg1,GigabitEthernet4/0/0.120,1336604862
137.164.3.69,tri-agg1,GigabitEthernet4/0/0.120,253402300799
137.164.16.92,tri-agg1,Loopback0,253402300799
137.164.16.1,tri-agg1,Loopback1,253402300799
137.164.16.165,tri-agg1,Loopback2,1215040212
137.164.16.193,tri-agg1,Loopback2,1218683419
137.164.16.195,tri-agg1,Loopback2,253402300799
137.164.1.118,tri-agg1,GigabitEthernet4/0/1,1266782742
137.164.1.118,tri-agg1,GigabitEthernet4/0/1,253402300799
137.164.41.193,tri-agg1,GigabitEthernet4/0/0.110,253402300799
137.164.47.7,tri-agg1,GigabitEthernet2/1,1264450252
137.164.22.44,tri-agg1,GigabitEthernet2/1,1297944360
137.164.22.38,tri-agg1,GigabitEthernet2/0,1202760525
137.164.22.38,tri-agg1,GigabitEthernet2/0,1297944360
137.164.50.113,tri-agg1,GigabitEthernet4/0/0.116,253402300799
137.164.47.29,tri-agg1,GigabitEthernet2/2,1264450252
137.164.22.44,tri-agg1,GigabitEthernet4/0/4,253402300799
137.164.43.16,tri-agg1,GigabitEthernet4/0/0,1238008250
137.164.41.193,tri-agg1,GigabitEthernet4/0/0,1265990754
137.164.32.168,tri-agg1,GigabitEthernet0/0/6,253402300799
137.164.1.138,tri-agg1,GigabitEthernet4/0/2,253402300799
137.164.22.145,tri-agg1,POS6/0,1234281902
137.164.1.30,tri-agg1,GigabitEthernet0/0/7,253402300799
137.164.19.49,tri-agg1,GigabitEthernet2/0.100,1297944360
137.164.47.128,tri-agg1,GigabitEthernet5/0/0,253402300799
137.164.19.33,tri-agg1,GigabitEthernet0/0/3.10,253402300799
137.164.40.111,tri-agg1,Tunnel3,1215025813
137.164.22.242,tri-agg1,POS7/0,1333408008
137.164.50.78,la-csu-sw-3-mgmt,Vlan110,253402300799
207.233.33.1,ch-cc,FastEthernet0/1,1210986638
137.164.1.223,ch-cc,GigabitEthernet0/3,253402300799
207.233.33.1,ch-cc,GigabitEthernet0/1,253402300799
207.233.33.1,ch-cc,FastEthernet0/0,1210640768
207.233.33.1,ch-cc,FastEthernet0/0,1296871639
137.164.39.49,ch-cc,Loopback0,253402300799
137.164.32.97,ch-cc,Serial1/0,253402300799
137.164.21.124,trict-15540-1,FastEthernet0,1124132581
137.164.21.97,trict-15540-1,FastEthernet0,1227801894
10.69.69.70,trict-15540-1,EthernetDcc8/0/0,1227801894
10.100.100.1,trict-15540-1,Loopback0,1123902185
137.164.31.42,trict-15540-1,Wave1,1333911646
137.164.21.97,trict-15540-1,Fastethernet-sby0,1237503921
137.164.21.99,trict-15540-1,Fastethernet-sby0,1333911646
ip address 137.164.18.100,snvl2-of-sw-1,management,253402300799
137.164.9.210,col-coe-ts,Ethernet0,1335342613
1.1.1.1,col-coe-ts,Loopback0,1335342613
137.164.13.89,ala-coe,GigabitEthernet6/0/0,1197170520
137.164.34.5,ala-coe,POS1/0/0,1197170520
137.164.34.7,ala-coe,POS0/1/0,1197170520
137.164.39.134,ala-coe,Loopback0,1342486843
137.164.9.81,ala-coe,FastEthernet0/0/0,1140700066
137.164.9.81,ala-coe,FastEthernet0/0/1,1197170520
137.164.34.7,ala-coe,POS1/0,1201485959
137.164.13.89,ala-coe,GigabitEthernet0/3,1332331933
137.164.34.7,ala-coe,GigabitEthernet0/2,1342486843
137.164.34.93,ala-coe,GigabitEthernet0/1,1342486843
137.164.9.81,ala-coe,FastEthernet4/1,1342486843
137.164.34.5,ala-coe,POS3/0,1205543159
132.239.0.253,ucsd-gk,GigabitEthernet0/0,253402300799
207.233.106.21,oxn-cc-gk,FastEthernet0/0,253402300799
137.164.6.17,fre-coe-1,GigabitEthernet1/2,253402300799
206.78.35.254,fre-coe-1,TenGigabitEthernet2/2,253402300799
137.164.32.33,fre-coe-1,TenGigabitEthernet2/1,253402300799
137.164.34.201,fre-coe-1,GigabitEthernet1/1,253402300799
137.164.39.219,fre-coe-1,Loopback0,253402300799
137.164.9.130,pla-coe-ts,Ethernet0,1337243411
1.1.1.1,pla-coe-ts,Loopback0,1337243411
137.164.33.41,vis-cc,Serial1/0,1115946734
209.129.168.1,vis-cc,FastEthernet0/1,1094173636
209.129.168.1,vis-cc,FastEthernet0/0,1093655253
209.129.168.1,vis-cc,FastEthernet0/0,1154394011
137.164.39.162,vis-cc,Loopback0,1154394011
137.164.33.41,vis-cc,Serial2/0,1154394011
137.164.1.237,riv-sw-3-mgmt,TenGigabitEthernet2/1,1299787561
137.164.42.2,riv-sw-3-mgmt,Vlan458,1260533135
137.164.3.252,riv-sw-3-mgmt,TenGigabitEthernet6/4,253402300799
137.164.42.70,riv-sw-3-mgmt,Vlan10,253402300799
192.168.2.1,riv-sw-3-mgmt,Vlan380,1262837203
192.168.1.2,riv-sw-3-mgmt,Vlan100,253402300799
192.168.2.1,riv-sw-3-mgmt,Vlan391,1262822728
198.189.159.42,mb-csu-gk,FastEthernet0/0,253402300799
137.164.18.79,sdg-sw-3-mgmt,Vlan10,1290153613
137.164.33.86,mlml-csu,Serial0/0,1159543100
137.164.33.90,mlml-csu,Serial0/1,1159543100
198.189.255.10,mlml-csu,FastEthernet0/0,1159543100
137.164.39.177,mlml-csu,Loopback0,1159543100
147.144.91.1,sf-cc-gk,FastEthernet0/1,253402300799
147.144.3.50,sf-cc-gk,FastEthernet0/0,253402300799
137.164.7.179,sd-coe-1,GigabitEthernet1/2,1273108039
10.99.99.1,sd-coe-1,Port-channel1,1277467613
137.164.12.5,sd-coe-1,Port-channel1,1296439650
137.164.1.143,sd-coe-1,TenGigabitEthernet2/1,253402300799
137.164.2.7,sd-coe-1,Loopback0,253402300799
137.164.12.9,sd-coe-1,TenGigabitEthernet2/2,1296439650
137.164.12.5,sd-coe-1,TenGigabitEthernet2/2,253402300799
137.164.8.162,men-coe-ts,Ethernet0,1339921809
1.1.1.1,men-coe-ts,Loopback0,1339921809
140.144.202.10,msa-cc-gk,Vlan1,1252109302
140.144.0.21,msa-cc-gk,Vlan1,253402300799
137.164.72.197,lam-dist-sw-1-mgmt,Vlan22,253402300799
137.164.19.250,lam-dist-sw-1-mgmt,Vlan10,253402300799
137.164.83.49,lam-dist-sw-1-mgmt,Vlan83,253402300799
198.189.143.154,sha-cc-gk,Vlan1,253402300799
198.189.72.7,sha-cc-gk,FastEthernet0/0,253402300799
137.164.18.67,sdg-hpr,Ethernet0,1127228406
137.164.27.57,sdg-hpr,GigabitEthernet0/0/1.811,1127228406
137.164.27.61,sdg-hpr,GigabitEthernet0/0/1.812,1127228406
137.164.27.53,sdg-hpr,GigabitEthernet0/0/1.832,1127228406
137.164.27.49,sdg-hpr,GigabitEthernet0/0/1.831,1127228406
137.164.25.5,sdg-hpr,GigabitEthernet6/0,1127228406
137.164.27.193,sdg-hpr,GigabitEthernet0/1/0.803,1127228406
137.164.27.65,sdg-hpr,GigabitEthernet0/1/1.833,1127228406
137.164.22.55,sdg-hpr,GigabitEthernet0/1/0.41,1127228406
137.164.27.69,sdg-hpr,GigabitEthernet0/1/1.834,1127228406
192.168.27.53,sdg-hpr,GigabitEthernet0/0/1,1127228406
137.164.27.81,sdg-hpr,GigabitEthernet0/0/2,1127228406
137.164.27.97,sdg-hpr,POS4/0,1103328201
137.164.27.33,sdg-hpr,GigabitEthernet0/1/2,1127228406
137.164.27.101,sdg-hpr,ATM8/0.3,1127228406
137.164.27.93,sdg-hpr,ATM8/0.2,1122332581
137.164.27.89,sdg-hpr,ATM8/0.1,1112140974
137.164.17.7,sdg-hpr,Loopback0,1127228406
137.164.17.1,sdg-hpr,Loopback1,1127228406
137.164.22.49,sdg-hpr,GigabitEthernet0/0/0.21,1127228406
137.164.25.7,sdg-hpr,GigabitEthernet7/0,1103140972
137.164.27.13,sdg-hpr,GigabitEthernet0/3/0,1127228406
192.168.10.78,cit-cc-gk,FastEthernet0/1,253402300799
207.233.31.30,cit-cc-gk,FastEthernet0/0,253402300799
137.164.7.130,mar-coe-ts,Ethernet0,1338712208
1.1.1.1,mar-coe-ts,Loopback0,1338712208
77.1.116.1,tri-isp1,Ethernet2,253402300799
137.164.46.236,tri-isp1,GigabitEthernet0/0/9.666,1218654626
137.164.47.40,tri-isp1,GigabitEthernet0/0/9.601,1264450252
137.164.47.15,tri-isp1,GigabitEthernet0/0/9.600,1218654626
137.164.47.63,tri-isp1,GigabitEthernet0/0/5.611,1264450252
137.164.23.81,tri-isp1,GigabitEthernet0/0/7.649,1334948823
137.164.47.44,tri-isp1,GigabitEthernet1/0/0.631,1323245190
137.164.47.157,tri-isp1,GigabitEthernet1/0/0,253402300799
137.164.47.4,tri-isp1,GigabitEthernet0/0/0,1216034048
137.164.46.236,tri-isp1,GigabitEthernet0/0/0,1216062615
137.164.47.8,tri-isp1,GigabitEthernet0/0/1,1264450252
137.164.47.4,tri-isp1,GigabitEthernet0/0/2,1264450252
137.164.47.6,tri-isp1,GigabitEthernet0/0/3,1264450252
137.164.47.28,tri-isp1,GigabitEthernet0/0/4,1264450252
65.115.64.166,tri-isp1,GigabitEthernet0/0/8,253402300799
137.164.47.8,tri-isp1,GigabitEthernet0/0/9,1215630612
137.164.47.140,tri-isp1,GigabitEthernet0/0/6.612,1264450252
137.164.16.20,tri-isp1,Loopback0,253402300799
137.164.47.155,tri-isp1,GigabitEthernet2/0/0,1336057691
137.164.47.155,tri-isp1,GigabitEthernet2/0/0,253402300799
137.164.47.30,tri-isp1,GigabitEthernet2/0/0.623,1336590417
137.164.47.30,tri-isp1,GigabitEthernet1/0/0.623,253402300799
137.164.47.42,tri-isp1,GigabitEthernet1/0/0.621,253402300799
137.164.40.111,tri-isp1,GigabitEthernet0/0/1.50,1215011412
137.164.47.15,tri-isp1,GigabitEthernet0/0/0.600,1264450252
137.164.35.8,tri-isp1,GigabitEthernet0/0/0.603,1218654626
147.144.91.1,ccsf-cc-gk,FastEthernet0/1,1174519963
147.144.3.50,ccsf-cc-gk,FastEthernet0/0,1174519963
137.164.34.98,sac-coe-1,GigabitEthernet0/3,1296007201
10.99.99.1,sac-coe-1,TenGigabitEthernet2/2,1297303660
137.164.13.253,sac-coe-1,TenGigabitEthernet2/2,253402300799
137.164.1.213,sac-coe-1,TenGigabitEthernet2/1,253402300799
137.164.39.219,sac-coe-1,Loopback0,1296007201
137.164.2.24,sac-coe-1,Loopback0,253402300799
137.164.13.253,sac-coe-1,GigabitEthernet0/2,1296007201
137.164.9.145,sac-coe-1,GigabitEthernet1/2,253402300799
137.164.34.19,sac-coe-1,GigabitEthernet1/1,253402300799
137.164.41.247,sac-coe-1,GigabitEthernet0/1,1296007201
205.155.77.1,fb-usd,GigabitEthernet0/3,1283475616
137.164.50.39,fb-usd,GigabitEthernet0/1,1283475616
137.164.39.243,fb-usd,Loopback0,1283475616
137.164.34.99,sac-coe-2,GigabitEthernet4/0/0,1200708013
137.164.13.93,sac-coe-2,GigabitEthernet6/0/0,1200708013
137.164.34.23,sac-coe-2,Serial1/0/1,1200708013
137.164.9.145,sac-coe-2,FastEthernet0/0/0,1200708013
207.166.6.1,sac-coe-2,FastEthernet0/0/1,1200708013
137.164.39.97,sac-coe-2,Loopback0,1200708013
137.164.80.4,lam-gw-gk,GigabitEthernet0/0,253402300799
137.164.45.165,fre-ts-mgmt,FastEthernet0/0.51,253402300799
137.164.21.120,fre-ts-mgmt,FastEthernet0/0,1236674860
1.1.1.1,fre-ts-mgmt,Loopback0,1128588060
1.1.1.1,fre-ts-mgmt,Loopback0,253402300799
137.164.19.133,fre-ts-mgmt,FastEthernet0/0.10,253402300799
137.164.47.66,svl-isp1,GigabitEthernet0/0/8.614,1264450252
137.164.23.33,svl-isp1,GigabitEthernet0/0/7.112,1343113587
137.164.47.32,svl-isp1,GigabitEthernet0/0/0.494,1253631985
137.164.47.60,svl-isp1,GigabitEthernet0/0/9.606,253402300799
137.164.23.45,svl-isp1,GigabitEthernet0/0/2.101,1277464014
137.164.23.6,svl-isp1,GigabitEthernet0/0/7.109,1327363579
137.164.47.132,svl-isp1,GigabitEthernet1/0/0,253402300799
4.30.24.86,svl-isp1,GigabitEthernet0/0/7.3470,253402300799
137.164.47.38,svl-isp1,GigabitEthernet0/0/4.603,1264450252
137.164.47.86,svl-isp1,GigabitEthernet0/0/1,1248217521
137.164.24.132,svl-isp1,GigabitEthernet0/0/1,1337180819
137.164.47.88,svl-isp1,GigabitEthernet0/0/2,1253113566
137.164.47.88,svl-isp1,GigabitEthernet0/0/2,1264623063
137.164.47.90,svl-isp1,GigabitEthernet0/0/3,1253113566
137.164.24.89,svl-isp1,GigabitEthernet0/0/3,253402300799
137.164.47.92,svl-isp1,GigabitEthernet0/0/4,1218755424
137.164.23.45,svl-isp1,GigabitEthernet0/0/4,1315451139
137.164.47.94,svl-isp1,GigabitEthernet0/0/5,1218755424
63.145.224.14,svl-isp1,GigabitEthernet0/0/6,1278932734
137.164.47.96,svl-isp1,GigabitEthernet0/0/8,1248303931
63.145.224.14,svl-isp1,GigabitEthernet0/0/8,253402300799
137.164.47.98,svl-isp1,GigabitEthernet0/0/9,1247857526
4.53.16.186,svl-isp1,GigabitEthernet3/0/0,253402300799
137.164.16.30,svl-isp1,Loopback0,253402300799
137.164.24.105,svl-isp1,GigabitEthernet0/0/0.204,1272395427
137.164.24.89,svl-isp1,GigabitEthernet0/0/0.202,1279537524
137.164.47.68,svl-isp1,GigabitEthernet0/0/9.615,1264450252
137.164.47.48,svl-isp1,GigabitEthernet2/0/0.624,1336072070
137.164.47.134,svl-isp1,GigabitEthernet2/0/0,1336057691
137.164.47.134,svl-isp1,GigabitEthernet2/0/0,253402300799
137.164.47.142,svl-isp1,GigabitEthernet0/0/1.613,1264450252
137.164.47.84,svl-isp1,GigabitEthernet0/0/0.49,1277319914
137.164.47.37,svl-isp1,GigabitEthernet1/0/0.625,1337828861
137.164.47.48,svl-isp1,GigabitEthernet1/0/0.624,253402300799
137.164.47.34,svl-isp1,GigabitEthernet1/0/0.622,253402300799
137.164.24.132,svl-isp1,GigabitEthernet0/0/1.124,1269284727
137.164.47.44,svl-isp1,GigabitEthernet0/0/5.602,1264450252
137.164.83.43,cyp-3725,FastEthernet0/0,1239911383
198.175.250.1,cue-cc-gk,FastEthernet0/0,253402300799
137.164.32.255,vc-ccdo,Serial1/0,253402300799
207.62.1.1,vc-ccdo,FastEthernet0/1,1161950811
207.62.1.1,vc-ccdo,FastEthernet0/1,253402300799
137.164.39.5,vc-ccdo,Loopback0,253402300799
137.164.32.255,vc-ccdo,Serial2/0,1158976408
207.62.234.131,can-cc-gk,FastEthernet0/1,1209427725
207.62.234.131,can-cc-gk,FastEthernet0/0,1112384467
207.62.234.228,can-cc-gk,FastEthernet0/0,253402300799
137.164.20.36,sfo-agg-sw-1,FastEthernet1,253402300799
169.230.122.131,ucsf-gk,GigabitEthernet0/0,1245456500
169.230.128.21,ucsf-gk,GigabitEthernet0/0,253402300799
207.62.240.34,sanmateo-cc-gk,FastEthernet0/1,253402300799
207.62.234.4,sanmateo-cc-gk,FastEthernet0/0,253402300799
207.62.229.251,lm-cc-1,GigabitEthernet0/3,253402300799
137.164.34.152,lm-cc-1,GigabitEthernet0/2,1316952807
137.164.1.65,lm-cc-1,GigabitEthernet0/1,253402300799
137.164.39.177,lm-cc-1,Loopback0,253402300799
137.164.33.37,per-cc,Serial1/0,253402300799
137.164.34.177,per-cc,FastEthernet0/1,253402300799
209.129.192.1,per-cc,FastEthernet0/0,1270602840
209.129.192.254,per-cc,FastEthernet0/0,253402300799
137.164.39.160,per-cc,Loopback0,253402300799
137.164.40.67,sm-csu-sw-1-mgmt,Vlan203,253402300799
137.164.42.38,pdc-sw-2-mgmt,Vlan13,253402300799
137.164.42.38,pdc-sw-2-mgmt,Vlan10,1344294357
137.164.82.121,wifi1,BVI1,1235095214
137.164.82.122,wifi2,BVI1,1235095214
139.182.240.20,sb-csu-gk,FastEthernet0/0,253402300799
198.189.228.51,whl-cc-gk,GigabitEthernet0/0,253402300799
130.212.107.4,sf-csu-gk,FastEthernet0/0,253402300799
198.189.251.5,mer-cc-1,GigabitEthernet0/3,253402300799
137.164.34.164,mer-cc-1,GigabitEthernet0/2,253402300799
137.164.1.97,mer-cc-1,GigabitEthernet0/1,253402300799
137.164.39.148,mer-cc-1,Loopback0,253402300799
165.196.12.126,lr-cc,FastEthernet0/0,1132711663
165.196.0.126,lr-cc,FastEthernet0/0,1145063617
165.196.12.126,lr-cc,FastEthernet0/0,1162606017
165.196.0.30,lr-cc,FastEthernet0/0,1192489446
137.164.39.90,lr-cc,Loopback0,1192489446
137.164.32.189,lr-cc,Serial2/0,1192489446
137.164.3.25,cyp-cc-sw-2,Vlan3,253402300799
137.164.42.156,phoe1-dis-sw-1,Vlan463,253402300799
10.0.0.2,phoe1-dis-sw-1,FastEthernet1,253402300799
137.164.3.28,cyp-cc-sw-1,Vlan3,1328321629
137.164.3.17,cyp-cc-sw-1,Vlan241,253402300799
137.164.13.233,dn-coe,GigabitEthernet0/3,253402300799
137.164.10.129,dn-coe,FastEthernet0/0/0,1196907060
137.164.3.93,dn-coe,GigabitEthernet0/1,253402300799
137.164.39.129,dn-coe,Loopback0,253402300799
137.164.34.3,dn-coe,Serial1/0/0,1196907060
137.164.13.233,dn-coe,GigabitEthernet6/0/0,1196907060
137.164.100.129,dn-coe,FastEthernet0/0/1,1196907060
137.164.34.3,dn-coe,Serial1/0,253402300799
137.164.10.129,dn-coe,FastEthernet4/0,253402300799
137.164.100.129,dn-coe,FastEthernet4/1,253402300799
137.164.13.225,la-usd,GigabitEthernet6/0/0,1198980000
137.164.34.33,la-usd,POS1/0/0,1198980000
137.164.32.115,la-usd,POS0/1/0,1198980000
137.164.39.57,la-usd,Loopback0,1198980000
137.164.39.217,la-usd,Loopback0,1275267615
137.164.6.65,la-usd,FastEthernet0/0/0,1198980000
137.164.34.96,la-usd,GigabitEthernet4/0/0,1198980000
137.164.34.33,la-usd,POS1/0,1222304758
137.164.1.16,la-usd,GigabitEthernet0/3,1273108039
137.164.13.249,la-usd,GigabitEthernet0/2,1275267615
137.164.41.243,la-usd,GigabitEthernet0/1,1275267615
137.164.6.65,la-usd,FastEthernet4/0,1275267615
137.164.42.34,cchla-pdc-sw-mgmt,Vlan10,1121228706
137.164.42.4,cchla-pdc-sw-mgmt,Vlan458,1119726243
137.164.1.195,bg-cc-2,GigabitEthernet0/2,253402300799
137.164.1.29,bg-cc-2,FastEthernet0/1,1280884257
137.164.1.195,bg-cc-2,FastEthernet0/1,1296306464
137.164.39.86,bg-cc-2,Loopback0,253402300799
137.164.32.181,bg-cc-2,Serial2/0,253402300799
137.164.32.91,mur-coe,Serial1/0,1105746179
204.100.87.2,mur-coe,FastEthernet0/0,1105746179
137.164.39.46,mur-coe,Loopback0,1105746179
137.164.34.82,slo-coe,ATM5/1/0.1,1132165362
198.188.249.5,slo-coe,GigabitEthernet6/0/0,1197166308
137.164.34.83,slo-coe,ATM3/0.777,1218157532
137.164.34.83,slo-coe,ATM3/0.777,1228530104
137.164.39.176,slo-coe,Loopback0,253402300799
137.164.34.134,slo-coe,Serial1/0,253402300799
137.164.6.33,slo-coe,FastEthernet0/0/0,1197166308
137.164.33.63,slo-coe,GigabitEthernet1/0/0,1197166308
137.164.33.63,slo-coe,GigabitEthernet0/3,253402300799
198.188.249.5,slo-coe,GigabitEthernet0/2,1329185577
198.188.249.18,slo-coe,GigabitEthernet0/2,253402300799
198.188.249.5,slo-coe,GigabitEthernet0/1,253402300799
137.164.6.33,slo-coe,FastEthernet4/0,253402300799
137.164.34.83,slo-coe,ATM5/1/0.777,1197166308
140.144.202.1,msa-cc,GigabitEthernet0/3,1245286814
140.144.202.1,msa-cc,FastEthernet0/0,1217851530
137.164.39.105,msa-cc,Loopback0,1245286814
