0.0,237
1.0,220
2.0,17
3.0,11
4.0,6
5.0,5
6.0,3
8.0,3
9.0,3
11.0,1
35.0,1
40.0,41
41.0,43
42.0,7
43.0,1
45.0,2
46.0,6
47.0,4
49.0,3
50.0,8
51.0,30
52.0,6
53.0,1
56.0,11
57.0,7
59.0,1
60.0,7
61.0,9
62.0,6
64.0,3
65.0,5
66.0,3
67.0,1
68.0,2
69.0,1
70.0,2
71.0,3
73.0,1
74.0,2
75.0,2
95.0,1
96.0,1
