0	1
87.2245302516	NaN

0	2
90.7800670617	NaN

0	3
9.0	3
0	4
8.0	4
0	NaN
0.185284875496	NaN
0.191544499668	NaN
0.19780412384	NaN
0.204063748013	NaN
0.216582996357	NaN
0.241621493046	NaN
0.291698486423	NaN
9.96406975725	NaN
9.97032938142	NaN
9.9765890056	NaN
9.98284862977	NaN
9.99411595328	NaN
10.01915445	NaN
10.0692314433	5
10.1693854301	NaN
10.3696934036	NaN
19.6477083516	5
19.6539679758	NaN
19.6602275999	NaN
19.6664872241	5
19.6802583973	5
19.7040449691	5
19.7541219625	NaN
19.8542759493	NaN
20.0558358476	5
25.9048286741	NaN
25.9110882983	NaN
25.9173479224	NaN
25.9236075466	5
25.9361267949	NaN
25.9611652916	NaN
26.011242285	NaN
26.1113962718	NaN
26.3117042453	NaN
26.3254754185	NaN
26.3317350426	NaN
26.3329869675	NaN
26.3392465916	NaN
26.3455062158	NaN
26.3580254642	5
26.3830639608	5

0	NaN
149.0	NaN
153.0	NaN
158.0	NaN
164.0	NaN
174.0	NaN
194.0	NaN
234.0	6
7967.0	6
7970.0	NaN
7970.0	NaN
7975.0	NaN
7984.0	NaN
8004.0	NaN
8044.0	6
8124.0	NaN
8284.0	NaN
15699.0	6
15705.0	6
15705.0	NaN
15715.0	6
15721.0	6
15741.0	NaN
15780.0	NaN
15860.0	NaN
16021.0	6
20699.0	6
20696.0	6
20703.0	NaN
20709.0	6
20718.0	NaN
20738.0	NaN
20781.0	6
20858.0	NaN
21018.0	6
21029.0	NaN
21035.0	NaN
21034.0	NaN
21039.0	6
21045.0	NaN
21055.0	6
21075.0	6

0	7
0.196552199006	NaN
0.210323372185	NaN
0.204063748013	NaN
0.216582996357	7
0.229102244701	7
0.25414074139	NaN
0.304217734767	7
9.98284862977	NaN
9.9765890056	NaN
9.98910825394	7
9.99536787811	7
10.0066352016	7
10.0316736983	7
10.0817506917	7
10.1819046784	7
10.382212652	7
19.6614795248	7
19.6727468483	7
19.6664872241	NaN
19.6802583973	NaN
19.6927776456	7
19.7165642175	7
19.7678931357	7
19.8680471225	7
20.068355096	7
25.9173479224	7
25.9236075466	NaN
25.9298671708	7
25.9361267949	7
25.9486460433	NaN
25.97368454	7
26.0237615334	7
26.1239155201	7
26.3242234936	NaN
26.344254291	7
26.3379946668	NaN
26.35176584	7
26.3580254642	NaN
26.3455062158	NaN
26.3705447125	7
26.396835134	7

0	8
203.0	8
203.0	NaN
204.0	8
208.0	8
218.0	8
238.0	8
278.0	8
8011.0	8
8014.0	8
8014.0	NaN
8019.0	8
8028.0	8
8048.0	8
8088.0	8
8168.0	8
8328.0	8
15746.0	8
15750.0	8
15761.0	8
15761.0	8
15765.0	8
15784.0	8
15825.0	8
15905.0	8
16065.0	8
20739.0	8
20742.0	8
20747.0	8
20752.0	8
20768.0	8
20782.0	8
20822.0	8
20902.0	8
21074.0	8
21078.0	8
21084.0	NaN
21084.0	8
21089.0	8
21095.0	8
21099.0	8
21120.0	8

0	9
0.184032950662	9
0.190292574834	NaN
0.196552199006	NaN
0.202811823178	9
0.215331071522	9
0.240369568211	9
0.290446561588	9
9.96406975725	9
9.97032938142	9
9.9765890056	9
9.98284862977	9
9.99411595328	9
10.01915445	9
10.0692314433	9
10.1693854301	9
10.3696934036	9
19.6477083516	9
19.6539679758	NaN
19.6602275999	9
19.6664872241	9
19.6790064725	9
19.7040449691	9
19.7541219625	9
19.8542759493	9
20.0545839228	9
25.9035767493	9
25.9098363734	9
25.9160959976	9
25.9223556218	NaN
25.9348748701	9
25.9599133668	9
26.0099903602	9
26.1113962718	9
26.3117042453	9
26.3254754185	9
26.3317350426	9
26.3329869675	9
26.3392465916	NaN
26.3455062158	9
26.3580254642	9
26.3830639608	9

0	10
148.0	10
152.0	10
157.0	10
163.0	10
173.0	10
193.0	10
233.0	10
7962.0	10
7966.0	10
7970.0	10
7975.0	10
7984.0	10
8004.0	10
8044.0	10
8124.0	10
8284.0	10
15698.0	10
15702.0	10
15706.0	10
15710.0	10
15720.0	10
15740.0	10
15780.0	10
15860.0	10
16020.0	10
20700.0	10
20700.0	NaN
20702.0	10
20707.0	10
20717.0	10
20737.0	10
20778.0	10
20858.0	10
21018.0	10
21029.0	10
21034.0	10
21035.0	10
21042.0	10
21045.0	10
21055.0	10
21075.0	10

0	NaN
36.3534713137	11
36.3590620912	NaN
36.3646528686	NaN
36.3758344235	NaN
36.3981975333	NaN
36.4418055975	NaN
36.5312580367	NaN
36.7112810707	NaN
37.9278342446	NaN
37.9345431776	NaN
37.940133955	11
37.9501973544	11
37.9725604643	NaN
38.0172866839	NaN
38.1067391231	11
38.2867621571	NaN
38.6434537587	NaN
39.3601914282	11
40.7903123008	NaN
43.6539085125	11
49.3777464694	11

0	NaN
36.3646528686	12
36.3702436461	12
36.3758344235	NaN
36.3881341339	12
36.4104972437	12
36.4541053079	12
36.5435577471	12
36.7224626257	12
37.9390157995	12
37.9457247325	12
37.9513155099	12
37.9624970648	12
37.9848601747	12
38.0284682388	12
38.1190388335	12
38.2979437121	12
38.6557534691	12
39.3713729831	12
40.8014938557	12
43.6650900674	12
49.3889280243	12

0	NaN
36.3534713137	13
36.3590620912	13
36.3646528686	NaN
36.3758344235	13
36.3981975333	NaN
36.4418055975	13
36.5323761922	13
36.7112810707	13
37.9278342446	13
37.9345431776	13
37.940133955	13
37.9501973544	13
37.9725604643	13
38.0172866839	13
38.1078572786	13
38.2867621571	13
38.6434537587	13
39.3601914282	13
40.7903123008	13
43.6539085125	13
49.3777464694	13

0	14
1409.0	14

0	15
28808.0	15
28809.0	15
28814.0	15
28824.0	NaN
28844.0	NaN
28884.0	NaN
28964.0	NaN
29125.0	NaN

0	16
28849.0	16
28860.0	16
28864.0	16
28874.0	16
28894.0	NaN
28934.0	16
29014.0	16
29174.0	16

0	17
96.2242480798	NaN

0	18
95.9058308944	NaN
95.9186955263	NaN
95.9347763162	NaN
95.966937896	NaN
96.0312610555	NaN
96.1599073747	NaN
96.4075515389	NaN
96.4236323288	NaN
96.4397131187	NaN
96.4718746985	NaN
96.536197858	NaN
96.6648441771	NaN
96.9221368154	NaN
97.0958093462	NaN
97.1054578201	NaN
97.118322452	NaN
97.1344032419	NaN
97.1665648217	NaN
97.2308879812	NaN
97.3145080886	NaN
97.3241565626	NaN
97.3370211945	NaN
97.3531019844	NaN
97.3852635641	NaN
97.4495867237	NaN
97.5782330428	NaN
97.835525681	NaN
98.3468947995	NaN

0	19
29818.0	19
29823.0	19
29828.0	19
29838.0	19
29858.0	19
29898.0	19
29978.0	19
30138.0	19
30189.0	19
30194.0	19
30199.0	19
30209.0	19
30229.0	19
30257.0	19
30262.0	19
30267.0	19
30277.0	19
30297.0	19
30337.0	19
30417.0	19
30576.0	19
30897.0	19

0	20
95.9347763162	NaN
95.9476409481	NaN
95.966937896	NaN
95.9990994758	NaN
96.0634226353	NaN
96.1920689544	NaN
96.4557939086	NaN
96.4397131187	NaN
96.4718746985	NaN
96.5040362783	NaN
96.5683594378	NaN
96.6970057569	NaN
96.9542983951	NaN
97.1279709259	NaN
97.1376193999	NaN
97.1504840318	NaN
97.1665648217	NaN
97.2019425594	NaN
97.266265719	NaN
97.3466696684	NaN
97.3563181423	NaN
97.3659666163	NaN
97.3852635641	NaN
97.4174251439	NaN
97.4817483035	NaN
97.6103946226	NaN
97.8676872608	NaN
98.3822725372	NaN

0	21
95.9026147364	NaN
95.9154793683	NaN
95.9315601582	NaN
95.963721738	NaN
96.0312610555	NaN
96.1599073747	NaN
96.4075515389	NaN
96.4236323288	NaN
96.4397131187	NaN
96.4718746985	NaN
96.536197858	NaN
96.6648441771	NaN
96.9221368154	NaN
97.0958093462	NaN
97.1022416621	NaN
97.118322452	NaN
97.1344032419	NaN
97.1665648217	NaN
97.2308879812	NaN
97.3145080886	NaN
97.3209404046	NaN
97.3338050365	NaN
97.3531019844	NaN
97.3852635641	NaN
97.4495867237	NaN
97.5782330428	NaN
97.835525681	NaN
98.3468947995	NaN

0	22
29818.0	22
29822.0	22
29827.0	22
29837.0	22
29857.0	22
29898.0	22
29978.0	22
30138.0	22
30189.0	22
30193.0	22
30199.0	22
30209.0	22
30229.0	22
30256.0	22
30261.0	22
30266.0	22
30277.0	22
30297.0	22
