Route	Actual_Path_Weight	Optimal_Path_Weight
590	inf	inf
591	inf	inf
592	inf	inf
593	inf	inf
594	inf	inf
595	inf	inf
596	inf	inf
597	inf	inf
598	inf	inf
599	inf	inf
600	inf	inf
601	inf	inf
602	inf	inf
603	inf	inf
604	inf	inf
605	inf	inf
606	inf	inf
607	inf	inf
608	inf	inf
609	inf	inf
610	inf	inf
611	inf	inf
612	inf	inf
613	inf	inf
614	inf	inf
615	inf	inf
616	inf	inf
617	inf	inf
618	inf	inf
619	inf	inf
620	inf	inf
621	inf	inf
622	inf	inf
623	inf	inf
624	inf	inf
625	inf	inf
626	inf	inf
627	inf	inf
628	inf	inf
629	inf	inf
630	inf	inf
631	inf	inf
632	inf	inf
633	inf	inf
634	inf	inf
635	inf	inf
636	inf	inf
637	inf	inf
638	inf	inf
639	inf	inf
640	inf	inf
641	inf	inf
642	inf	inf
643	inf	inf
644	inf	inf
645	inf	inf
646	inf	inf
647	inf	inf
648	inf	inf
649	inf	inf
650	inf	inf
651	inf	inf
652	inf	inf
653	inf	inf
654	inf	inf
655	inf	inf
656	inf	inf
657	inf	inf
658	inf	inf
659	inf	inf
660	inf	inf
661	inf	inf
662	inf	inf
663	inf	inf
664	inf	inf
665	inf	inf
666	inf	inf
667	inf	inf
668	inf	inf
669	inf	inf
670	inf	inf
671	inf	inf
672	inf	inf
673	inf	inf
674	inf	inf
675	inf	inf
676	inf	inf
677	inf	inf
678	inf	inf
679	inf	inf
680	inf	inf
681	inf	inf
682	inf	inf
683	inf	inf
684	inf	inf
685	inf	inf
686	inf	inf
687	inf	inf
688	inf	inf
689	inf	inf
690	inf	inf
691	inf	inf
692	inf	inf
693	inf	inf
694	inf	inf
695	inf	inf
696	inf	inf
697	inf	inf
698	inf	inf
699	inf	inf
700	inf	inf
701	inf	inf
702	inf	inf
703	inf	inf
704	inf	inf
705	inf	inf
706	inf	inf
707	inf	inf
708	inf	inf
709	inf	inf
710	inf	3220
711	inf	inf
712	inf	inf
713	inf	inf
714	inf	inf
715	inf	inf
716	inf	inf
717	inf	inf
718	inf	inf
719	inf	inf
720	inf	inf
721	3000	1000
722	inf	3210
723	inf	3210
724	inf	3210
725	inf	inf
726	inf	inf
727	inf	inf
728	inf	inf
729	inf	inf
730	inf	inf
731	inf	inf
732	inf	inf
733	inf	inf
734	inf	inf
735	inf	inf
736	inf	inf
737	inf	inf
738	inf	inf
739	inf	inf
740	inf	inf
741	inf	inf
742	inf	inf
743	inf	inf
744	inf	inf
745	inf	inf
746	inf	inf
747	inf	inf
748	inf	inf
749	inf	inf
750	inf	inf
751	inf	inf
752	inf	inf
753	inf	inf
754	inf	inf
755	inf	inf
756	inf	inf
757	inf	inf
758	inf	inf
759	inf	inf
760	inf	inf
761	inf	inf
762	inf	inf
763	inf	inf
764	inf	inf
765	inf	inf
766	inf	inf
767	inf	inf
768	inf	inf
769	inf	inf
770	inf	inf
771	inf	inf
772	inf	inf
773	inf	inf
774	inf	inf
775	inf	inf
776	inf	inf
777	inf	inf
778	inf	inf
779	inf	inf
780	inf	inf
781	inf	inf
782	inf	inf
783	inf	inf
784	inf	inf
785	inf	inf
786	inf	inf
787	inf	inf
788	inf	inf
789	inf	inf
790	inf	inf
791	inf	inf
792	inf	inf
793	inf	inf
794	inf	inf
795	inf	inf
796	inf	inf
797	inf	inf
798	inf	inf
799	inf	inf
800	inf	inf
801	inf	inf
802	inf	inf
803	inf	inf
804	inf	inf
805	inf	inf
806	inf	inf
807	inf	inf
808	inf	inf
809	inf	inf
810	inf	inf
811	inf	inf
812	inf	inf
813	inf	inf
814	inf	inf
815	inf	inf
816	inf	inf
817	inf	inf
818	inf	inf
819	inf	inf
820	inf	inf
821	inf	inf
822	inf	inf
823	inf	inf
824	inf	inf
825	inf	inf
826	inf	inf
827	inf	inf
828	inf	inf
829	inf	inf
830	inf	inf
831	inf	inf
832	inf	inf
833	inf	inf
834	inf	inf
835	inf	inf
836	10100	2020
837	inf	inf
838	inf	inf
839	inf	inf
840	inf	inf
841	inf	inf
842	inf	inf
843	inf	inf
844	inf	inf
845	inf	inf
846	inf	inf
847	inf	inf
848	inf	11110
849	inf	11110
850	inf	11110
851	inf	11110
852	inf	11110
853	inf	11110
854	inf	11110
855	inf	11110
856	inf	11110
857	inf	11110
858	inf	11110
859	inf	11110
860	inf	11110
861	inf	11110
862	inf	11110
863	inf	11110
864	inf	11110
865	inf	11110
866	inf	11110
867	inf	11110
868	inf	11110
869	inf	11110
870	inf	11110
871	inf	11110
872	inf	11110
873	inf	11110
874	inf	11110
875	inf	11110
876	inf	11110
877	inf	11110
878	inf	11110
879	inf	11110
880	inf	11110
881	inf	11110
882	inf	11110
883	inf	11110
884	inf	11110
885	inf	11110
886	inf	11110
887	inf	11110
888	inf	11110
889	inf	11110
890	inf	11110
891	inf	11110
892	inf	11110
893	inf	11110
894	inf	11110
895	inf	11110
896	inf	11110
897	inf	11110
898	inf	11110
899	inf	11110
900	inf	11110
901	inf	11110
902	inf	11110
903	inf	11110
904	inf	11110
905	inf	11110
906	inf	11110
907	inf	11010
908	inf	11010
909	inf	11110
910	inf	11110
911	inf	11110
912	inf	11110
913	inf	11110
914	10100	2100
915	inf	11110
916	inf	11110
917	10100	2100
918	inf	11110
919	inf	11110
920	inf	11110
921	inf	11010
922	inf	11010
923	inf	11010
924	inf	11010
925	inf	11010
926	inf	11010
927	inf	11010
928	inf	11010
929	inf	11010
930	inf	11010
931	inf	11010
932	inf	11010
933	inf	11010
934	inf	11010
935	inf	11010
936	inf	11010
937	inf	11010
938	inf	11010
939	inf	11010
940	inf	11010
941	inf	11010
942	inf	11010
943	inf	11010
944	inf	11010
945	inf	11010
946	inf	11010
947	inf	11010
948	inf	11010
949	inf	11010
950	inf	11010
951	inf	11010
952	inf	11010
953	inf	19210
954	inf	19210
955	inf	19210
956	inf	19210
957	inf	19210
958	inf	19210
959	inf	19210
960	inf	19210
961	inf	19210
962	inf	19210
963	inf	19210
964	inf	19210
965	inf	19210
966	inf	19210
967	inf	19210
968	inf	19210
969	inf	19210
970	inf	19210
971	inf	19210
972	inf	19210
973	inf	19210
974	inf	19210
975	inf	19210
976	inf	19210
977	inf	19210
978	inf	19210
979	inf	19210
980	inf	19210
981	inf	19210
982	inf	19210
983	inf	19210
984	inf	19210
985	inf	19210
986	inf	19210
987	inf	19210
988	inf	19210
989	inf	19210
990	inf	19210
991	inf	19210
992	inf	19210
993	inf	19210
994	inf	19210
995	inf	19210
996	inf	19210
997	inf	19210
998	inf	19210
999	inf	19210
1000	inf	19210
1001	inf	19210
1002	inf	19210
1003	inf	19210
1004	inf	19210
1005	inf	19210
1006	19020	19020
1007	19020	19020
1008	inf	19210
1009	inf	19210
1010	inf	19210
1011	inf	19210
1012	inf	19210
1013	19020	19020
1014	19020	19020
1015	19020	19020
1016	19020	19020
1017	19020	19020
1018	19020	19020
1019	19020	19020
1020	19020	19020
1021	19020	19020
1022	19020	19020
1023	19020	19020
1024	19020	19020
1025	19020	19020
1026	19020	19020
1027	19020	19020
1028	19020	19020
1029	19020	19020
1030	19020	19020
1031	19020	19020
1032	19020	19020
1033	19020	19020
1034	19020	19020
1035	19020	19020
1036	19020	19020
1037	19020	19020
1038	19020	19020
1039	19020	19020
1040	19020	19020
1041	19020	19020
1042	19020	19020
1043	19020	19020
1044	2200	2200
1045	2200	2200
1046	2200	2200
1047	2200	2200
1048	inf	inf
1049	2200	2200
1050	2200	2200
1051	2200	2200
1052	2200	2200
1053	2200	2200
1054	2200	2200
1055	2200	2200
1056	2200	2200
1057	2200	2200
1058	2200	2200
1059	2200	2200
1060	2200	2200
1061	2200	2200
1062	2200	2200
1063	2200	2200
1064	2200	2200
1065	2200	2200
1066	2200	2200
1067	2200	2200
1068	2200	2200
1069	2200	2200
1070	2200	2200
1071	2200	2200
1072	2200	2200
1073	2200	2200
1074	2200	2200
1075	2200	2200
1076	2200	2200
1077	2200	2200
1078	2200	2200
1079	2200	2200
1080	2200	2200
1081	2200	2200
1082	2200	2200
1083	2200	2200
1084	2200	2200
1085	2200	2200
1086	2200	2200
1087	2200	2200
1088	2200	2200
1089	2200	2200
1090	2200	2200
1091	2200	2200
1092	2200	2200
1093	2200	2200
1094	2200	2200
1095	2200	2200
1096	2200	2200
1097	2200	2200
1098	2010	2010
1099	2010	2010
1100	2200	2200
1101	2200	2200
1102	2200	2200
1103	2200	2200
1104	2200	2200
1105	2010	2010
1106	15019	2010
1107	2010	2010
1108	2010	2010
1109	2010	2010
1110	2010	2010
1111	2010	2010
1112	2010	2010
1113	2010	2010
1114	2010	2010
1115	2010	2010
1116	2010	2010
1117	2010	2010
1118	2010	2010
1119	2010	2010
1120	2010	2010
1121	2010	2010
1122	2010	2010
1123	2010	2010
1124	2010	2010
1125	2010	2010
1126	2010	2010
1127	2010	2010
1128	2010	2010
1129	2010	2010
1130	2010	2010
1131	2010	2010
1132	2010	2010
1133	2010	2010
1134	2010	2010
1135	2010	2010
1136	2010	2010
1137	inf	inf
1138	inf	inf
1139	inf	inf
1140	inf	inf
1141	inf	inf
1142	inf	inf
1143	inf	inf
1144	inf	inf
1145	inf	inf
1146	inf	inf
1147	inf	inf
1148	inf	inf
1149	inf	inf
1150	inf	inf
1151	inf	inf
1152	inf	inf
1153	inf	inf
1154	inf	inf
1155	inf	inf
1156	inf	inf
1157	inf	inf
1158	inf	inf
1159	inf	inf
1160	inf	inf
1161	inf	inf
1162	inf	inf
1163	inf	inf
1164	inf	inf
1165	inf	inf
1166	inf	inf
1167	inf	inf
1168	inf	inf
1169	inf	inf
1170	inf	inf
1171	inf	inf
1172	inf	inf
1173	inf	inf
1174	inf	inf
1175	inf	inf
1176	inf	inf
1177	inf	inf
1178	inf	inf
1179	inf	inf
1180	inf	inf
1181	inf	inf
1182	inf	inf
1183	inf	inf
1184	inf	inf
1185	inf	inf
1186	inf	inf
1187	inf	inf
1188	inf	inf
1189	inf	inf
1190	inf	inf
1191	inf	inf
1192	inf	inf
1193	inf	inf
1194	inf	inf
1195	inf	inf
1196	inf	inf
1197	inf	inf
1198	inf	inf
1199	inf	inf
1200	inf	inf
1201	inf	inf
1202	inf	inf
1203	inf	inf
1204	inf	inf
1205	inf	inf
1206	inf	inf
1207	inf	inf
1208	inf	inf
1209	inf	inf
1210	inf	inf
1211	inf	inf
1212	inf	inf
1213	inf	inf
1214	inf	inf
1215	inf	inf
1216	inf	inf
1217	inf	inf
1218	inf	inf
1219	inf	inf
1220	inf	inf
1221	inf	inf
1222	inf	inf
1223	inf	inf
1224	inf	inf
1225	inf	inf
1226	inf	inf
1227	10190	2110
1228	inf	12099
1229	inf	12099
1230	inf	12099
1231	inf	12099
1232	12099	12099
1233	12099	12099
1234	12099	12099
1235	12099	12099
1236	12099	12099
1237	12099	12099
1238	12099	12099
1239	10190	2110
1240	inf	12099
1241	inf	12099
1242	inf	12099
1243	12099	12099
1244	12099	12099
1245	12099	12099
1246	12099	12099
1247	12099	12099
1248	11999	11999
1249	inf	12209
1250	inf	12209
1251	inf	12209
1252	inf	12209
1253	inf	12209
1254	inf	4210
1255	inf	4210
1256	inf	4210
1257	inf	4210
1258	inf	4210
1259	inf	4210
1260	inf	4210
1261	inf	4210
1262	inf	4210
1263	inf	4210
1264	13020	4020
1265	13020	4020
1266	13020	4020
1267	13020	4020
1268	13020	4020
1269	13020	4020
1270	13020	4020
1271	13020	4020
1272	13020	4020
1273	17000	17000
1274	17000	17000
1275	17000	17000
1276	17000	17000
1277	17000	17000
1278	17000	17000
1279	17000	17000
1280	17000	17000
1281	17000	17000
1282	17000	17000
1283	17000	17000
1284	17000	17000
1285	17000	17000
1286	17000	17000
1287	17000	17000
1288	17000	17000
1289	17000	17000
1290	17000	17000
1291	17000	17000
1292	17000	17000
1293	17000	17000
1294	17000	17000
1295	17000	17000
1296	17000	17000
1297	17000	17000
1298	17000	17000
1299	17000	17000
1300	17000	17000
1301	17000	17000
1302	17000	17000
1303	17000	17000
1304	17000	17000
1305	17000	17000
1306	17000	17000
1307	17000	17000
1308	17000	17000
1309	17000	17000
1310	17000	17000
1311	17000	17000
1312	17000	17000
1313	17000	17000
1314	17000	17000
1315	17000	17000
1316	17000	17000
1317	17000	17000
1318	17000	17000
1319	17000	17000
1320	17000	17000
1321	17000	17000
1322	17000	17000
1323	17000	17000
1324	17000	17000
1325	17000	17000
1326	17100	17100
1327	17100	17100
1328	17000	17000
1329	17000	17000
1330	17000	17000
1331	17000	17000
1332	17000	17000
1333	17100	17100
1334	17100	17100
1335	17100	17100
1336	17100	17100
1337	17100	17100
1338	17100	17100
1339	17100	17100
1340	17100	17100
1341	17100	17100
1342	17100	17100
1343	17100	17100
1344	17100	17100
1345	17100	17100
1346	17100	17100
1347	17100	17100
1348	17100	17100
1349	17100	17100
1350	17100	17100
1351	17100	17100
1352	17100	17100
1353	17100	17100
1354	17100	17100
1355	17100	17100
1356	17100	17100
1357	17100	17100
1358	17100	17100
1359	17100	17100
1360	17100	17100
1361	17100	17100
1362	17100	17100
1363	17100	17100
1364	10100	10100
1365	10100	10100
1366	10100	10100
1367	10100	10100
1368	10100	10100
1369	10100	10100
1370	10100	10100
1371	10100	10100
1372	10100	10100
1373	10100	10100
1374	10100	10100
1375	10100	10100
1376	10100	10100
1377	10100	10100
1378	10100	10100
1379	10100	10100
1380	10100	10100
1381	10100	10100
1382	10100	10100
1383	10100	10100
1384	10100	10100
1385	10100	10100
1386	10100	10100
1387	10100	10100
1388	10100	10100
1389	10100	10100
1390	10100	10100
1391	10100	10100
1392	10100	10100
1393	10100	10100
1394	10100	10100
1395	10100	10100
1396	10100	10100
1397	10100	10100
1398	10100	10100
1399	10100	10100
1400	10100	10100
1401	10100	10100
1402	10100	10100
1403	10100	10100
1404	10100	10100
1405	10100	10100
1406	10100	10100
1407	10100	10100
1408	10100	10100
1409	10100	10100
1410	10100	10100
1411	10100	10100
1412	10100	10100
1413	10100	10100
1414	10100	10100
1415	10100	10100
1416	10100	10100
1417	10000	10000
1418	10000	10000
1419	10100	10100
1420	10100	10100
1421	10100	10100
1422	10100	10100
1423	10100	10100
1424	10000	10000
1425	10000	10000
1426	10000	10000
1427	10000	10000
1428	10000	10000
1429	10000	10000
1430	10000	10000
1431	10000	10000
1432	10000	10000
1433	10000	10000
1434	10000	10000
1435	10000	10000
1436	10000	10000
1437	10000	10000
1438	10000	10000
1439	10000	10000
1440	10000	10000
1441	10000	10000
1442	10000	10000
1443	10000	10000
1444	10000	10000
1445	10000	10000
1446	10000	10000
1447	10000	10000
1448	10000	10000
1449	10000	10000
1450	10000	10000
1451	10000	10000
1452	10000	10000
1453	10000	10000
1454	10000	10000
1455	inf	inf
1456	inf	inf
1457	inf	inf
1458	inf	inf
1459	inf	inf
1460	inf	inf
1461	inf	inf
1462	inf	inf
1463	inf	inf
1464	inf	inf
1465	inf	inf
1466	inf	inf
1467	inf	inf
1468	inf	inf
1469	inf	inf
1470	inf	inf
1471	inf	inf
1472	inf	inf
1473	inf	inf
1474	inf	inf
1475	inf	inf
1476	inf	inf
1477	inf	inf
1478	inf	inf
1479	inf	inf
1480	inf	inf
1481	inf	inf
1482	inf	inf
1483	inf	inf
1484	inf	inf
1485	inf	inf
1486	inf	inf
1487	inf	inf
1488	inf	inf
1489	inf	inf
1490	inf	inf
1491	inf	inf
1492	inf	inf
1493	inf	inf
1494	inf	inf
1495	inf	inf
1496	inf	inf
1497	inf	inf
1498	inf	inf
1499	inf	inf
1500	inf	inf
1501	inf	inf
1502	inf	inf
1503	inf	inf
1504	inf	inf
1505	inf	inf
1506	inf	inf
1507	inf	inf
1508	inf	inf
1509	inf	inf
1510	inf	inf
1511	inf	inf
1512	inf	inf
1513	inf	inf
1514	inf	inf
1515	inf	inf
1516	inf	inf
1517	inf	inf
1518	inf	inf
1519	inf	inf
1520	inf	inf
1521	inf	inf
1522	inf	inf
1523	inf	inf
1524	inf	inf
1525	inf	inf
1526	inf	inf
1527	inf	inf
1528	inf	inf
1529	inf	inf
1530	inf	inf
1531	inf	inf
1532	inf	inf
1533	inf	inf
1534	inf	inf
1535	inf	inf
1536	inf	inf
1537	inf	inf
1538	inf	inf
1539	inf	inf
1540	inf	inf
1541	inf	inf
1542	inf	inf
1543	inf	inf
1544	inf	inf
1545	inf	inf
1546	inf	inf
1547	11000	11000
1548	11000	11000
1549	11000	11000
1550	11000	11000
1551	11000	11000
1552	11000	11000
1553	11000	11000
1554	11000	11000
1555	11000	11000
1556	11000	11000
1557	11000	11000
1558	11000	11000
1559	11000	11000
1560	11000	11000
1561	11000	11000
1562	11000	11000
1563	11000	11000
1564	11000	11000
1565	11000	11000
1566	11000	11000
1567	11000	11000
1568	11000	11000
1569	11000	11000
1570	11000	11000
1571	11000	11000
1572	11000	11000
1573	11000	11000
1574	11000	11000
1575	11000	11000
1576	11000	11000
1577	11000	11000
1578	11000	11000
1579	11000	11000
1580	11000	11000
1581	11000	11000
1582	11000	11000
1583	11000	11000
1584	11000	11000
1585	11000	11000
1586	11000	11000
1587	11000	11000
1588	11000	11000
1589	11000	11000
1590	11000	11000
1591	11000	11000
1592	11000	11000
1593	11000	11000
1594	11000	11000
1595	11000	11000
1596	11000	11000
1597	11000	11000
1598	11000	11000
1599	11000	11000
1600	11100	11100
1601	11100	11100
1602	11000	11000
1603	11000	11000
1604	11000	11000
1605	11000	11000
1606	11000	11000
1607	11100	11100
1608	11100	11100
1609	11100	11100
1610	11100	11100
1611	11100	11100
1612	11100	11100
1613	11100	11100
1614	11100	11100
1615	11100	11100
1616	11100	11100
1617	11100	11100
1618	11100	11100
1619	11100	11100
1620	11100	11100
1621	11100	11100
1622	11100	11100
1623	11100	11100
1624	11100	11100
1625	11100	11100
1626	11100	11100
1627	11100	11100
1628	11100	11100
1629	11100	11100
1630	11100	11100
1631	11100	11100
1632	11100	11100
1633	11100	11100
1634	11100	11100
1635	11100	11100
1636	11100	11100
1637	11100	11100
1638	12000	12000
1639	12000	12000
1640	12000	12000
1641	12000	12000
1642	12000	12000
1643	12000	12000
1644	12000	12000
1645	12000	12000
1646	12000	12000
1647	12000	12000
1648	12000	12000
1649	12000	12000
1650	12000	12000
1651	12000	12000
1652	12000	12000
1653	12000	12000
1654	12000	12000
1655	12000	12000
1656	12000	12000
1657	12000	12000
1658	12000	12000
1659	12000	12000
1660	12000	12000
