Route	Actual_Path_Weight	Optimal_Path_Weight
5631	12999	12999
5632	inf	1200
5633	11100	11100
5634	11100	11100
5635	11100	11100
5636	11100	11100
5637	11100	11100
5638	11100	11100
5639	11100	11100
5640	11100	11100
5641	11100	11100
5642	11100	11100
5643	11100	11100
5644	11100	11100
5645	11100	11100
5646	11100	11100
5647	11100	11100
5648	11100	11100
5649	11100	11100
5650	11100	11100
5651	11100	11100
5652	11100	11100
5653	11100	11100
5654	11100	11100
5655	11100	11100
5656	11100	11100
5657	11100	11100
5658	11100	11100
5659	11100	11100
5660	11100	11100
5661	11100	11100
5662	11100	11100
5663	11100	11100
5664	11100	11100
5665	11100	11100
5666	11100	11100
5667	11100	11100
5668	11100	11100
5669	11100	11100
5670	11100	11100
5671	11100	11100
5672	11100	11100
5673	11100	11100
5674	11100	11100
5675	11100	11100
5676	11100	11100
5677	11100	11100
5678	11100	11100
5679	11100	11100
5680	11100	11100
5681	11100	11100
5682	11100	11100
5683	11100	11100
5684	11100	11100
5685	11100	11100
5686	11100	11100
5687	11100	11100
5688	11100	11100
5689	11100	11100
5690	11100	11100
5691	11100	11100
5692	11100	11100
5693	11100	11100
5694	11100	11100
5695	11100	11100
5696	11000	11000
5697	11000	11000
5698	11100	11100
5699	11100	11100
5700	11100	11100
5701	11100	11100
5702	11100	11100
5703	11000	11000
5704	11000	11000
5705	10000	2000
5706	11000	11000
5707	11000	11000
5708	11000	11000
5709	11000	11000
5710	11000	11000
5711	11000	11000
5712	11000	11000
5713	11000	11000
5714	11000	11000
5715	11000	11000
5716	11000	11000
5717	11000	11000
5718	11000	11000
5719	11000	11000
5720	11000	11000
5721	11000	11000
5722	11000	11000
5723	11000	11000
5724	11000	11000
5725	11000	11000
5726	11000	11000
5727	11000	11000
5728	11000	11000
5729	11000	11000
5730	11000	11000
5731	11000	11000
5732	11000	11000
5733	11000	11000
5734	11000	11000
5735	11000	11000
5736	11000	11000
5737	16000	16000
5738	16000	16000
5739	16000	16000
5740	16000	16000
5741	16000	16000
5742	16000	16000
5743	16000	16000
5744	16000	16000
5745	16000	16000
5746	16000	16000
5747	16000	16000
5748	16000	16000
5749	16000	16000
5750	16000	16000
5751	16000	16000
5752	16000	16000
5753	16000	16000
5754	16000	16000
5755	16000	16000
5756	16000	16000
5757	16000	16000
5758	16000	16000
5759	16000	16000
5760	16000	16000
5761	16000	16000
5762	16000	16000
5763	16000	16000
5764	16000	16000
5765	16000	16000
5766	16000	16000
5767	16000	16000
5768	16000	16000
5769	16000	16000
5770	16000	16000
5771	16000	16000
5772	16000	16000
5773	16000	16000
5774	16000	16000
5775	16000	16000
5776	16000	16000
5777	16000	16000
5778	16000	16000
5779	16000	16000
5780	16000	16000
5781	16000	16000
5782	16000	16000
5783	16000	16000
5784	16000	16000
5785	16000	16000
5786	16000	16000
5787	16000	16000
5788	16000	16000
5789	16000	16000
5790	18100	18100
5791	18100	18100
5792	16000	16000
5793	16000	16000
5794	16000	16000
5795	16000	16000
5796	16000	16000
5797	18100	18100
5798	18100	18100
5799	18100	18100
5800	18100	18100
5801	18100	18100
5802	18100	18100
5803	18100	18100
5804	18100	18100
5805	18100	18100
5806	18100	18100
5807	18100	18100
5808	18100	18100
5809	18100	18100
5810	18100	18100
5811	18100	18100
5812	18100	18100
5813	18100	18100
5814	18100	18100
5815	18100	18100
5816	18100	18100
5817	18100	18100
5818	18100	18100
5819	18100	18100
5820	18100	18100
5821	18100	18100
5822	18100	18100
5823	18100	18100
5824	18100	18100
5825	18100	18100
5826	18100	18100
5827	18100	18100
5828	12109	3110
5829	9110	1200
5830	2000	2000
5831	2000	2000
5832	2000	2000
5833	2000	2000
5834	2000	2000
5835	2000	2000
5836	2000	2000
5837	2000	2000
5838	2000	2000
5839	2000	2000
5840	2000	2000
5841	2000	2000
5842	2000	2000
5843	2100	2100
5844	2100	2100
5845	2100	2100
5846	2100	2100
5847	2100	2100
5848	2100	2100
5849	2100	2100
5850	11000	11000
5851	11000	11000
5852	11000	11000
5853	11000	11000
5854	11000	11000
5855	11000	11000
5856	11000	11000
5857	11000	11000
5858	11000	11000
5859	11000	11000
5860	11000	11000
5861	11000	11000
5862	11000	11000
5863	11000	11000
5864	11000	11000
5865	11000	11000
5866	11000	11000
5867	11000	11000
5868	11000	11000
5869	11000	11000
5870	11000	11000
5871	11000	11000
5872	11000	11000
5873	11000	11000
5874	11000	11000
5875	11000	11000
5876	11000	11000
5877	11000	11000
5878	11000	11000
5879	11000	11000
5880	11000	11000
5881	11000	11000
5882	11000	11000
5883	11000	11000
5884	11000	11000
5885	11000	11000
5886	11000	11000
5887	11000	11000
5888	11000	11000
5889	11000	11000
5890	11000	11000
5891	11000	11000
5892	11000	11000
5893	11000	11000
5894	11000	11000
5895	11000	11000
5896	11000	11000
5897	11000	11000
5898	11000	11000
5899	11000	11000
5900	11000	11000
5901	11000	11000
5902	11000	11000
5903	11100	11100
5904	11100	11100
5905	11000	11000
5906	11000	11000
5907	11000	11000
5908	11000	11000
5909	11000	11000
5910	11100	11100
5911	11100	11100
5912	11100	11100
5913	11100	11100
5914	11100	11100
5915	11100	11100
5916	11100	11100
5917	11100	11100
5918	11100	11100
5919	11100	11100
5920	11100	11100
5921	11100	11100
5922	11100	11100
5923	11100	11100
5924	11100	11100
5925	11100	11100
5926	11100	11100
5927	11100	11100
5928	11100	11100
5929	11100	11100
5930	11100	11100
5931	11100	11100
5932	11100	11100
5933	11100	11100
5934	11100	11100
5935	11100	11100
5936	11100	11100
5937	11100	11100
5938	11100	11100
5939	11100	11100
5940	11100	11100
5941	11110	11110
5942	11110	11110
5943	11110	11110
5944	11110	11110
5945	11110	11110
5946	11110	11110
5947	11110	11110
5948	11110	11110
5949	11110	11110
5950	11110	11110
5951	11110	11110
5952	11110	11110
5953	11110	11110
5954	11110	11110
5955	11110	11110
5956	11110	11110
5957	11110	11110
5958	11110	11110
5959	11110	11110
5960	11110	11110
5961	11110	11110
5962	11110	11110
5963	11110	11110
5964	11110	11110
5965	11110	11110
5966	11110	11110
5967	11110	11110
5968	11110	11110
5969	11110	11110
5970	11110	11110
5971	11110	11110
5972	11110	11110
5973	11110	11110
5974	11110	11110
5975	11110	11110
5976	11110	11110
5977	11110	11110
5978	11110	11110
5979	11110	11110
5980	11110	11110
5981	11110	11110
5982	11110	11110
5983	11110	11110
5984	11110	11110
5985	11110	11110
5986	11110	11110
5987	11110	11110
5988	11110	11110
5989	11110	11110
5990	11110	11110
5991	11110	11110
5992	11110	11110
5993	11110	11110
5994	11110	11110
5995	9010	9010
5996	9010	9010
5997	11110	11110
5998	11110	11110
5999	11110	11110
6000	11110	11110
6001	11110	11110
6002	9010	9010
6003	9010	9010
6004	9010	9010
6005	9010	9010
6006	9010	9010
6007	9010	9010
6008	9010	9010
6009	9010	9010
6010	9010	9010
6011	9010	9010
6012	9010	9010
6013	9010	9010
6014	9010	9010
6015	9010	9010
6016	9010	9010
6017	9010	9010
6018	9010	9010
6019	9010	9010
6020	9010	9010
6021	9010	9010
6022	9010	9010
6023	9010	9010
6024	9010	9010
6025	9010	9010
6026	9010	9010
6027	9010	9010
6028	9010	9010
6029	9010	9010
6030	9010	9010
6031	11010	11010
6032	11010	11010
6033	11010	11010
6034	11010	11010
6035	11010	11010
6036	11010	11010
6037	11010	11010
6038	11010	11010
6039	11010	11010
6040	11010	11010
6041	11010	11010
6042	11010	11010
6043	11010	11010
6044	11010	11010
6045	11010	11010
6046	11010	11010
6047	11010	11010
6048	11010	11010
6049	11010	11010
6050	11010	11010
6051	11010	11010
6052	11010	11010
6053	11010	11010
6054	11010	11010
6055	11010	11010
6056	11010	11010
6057	11010	11010
6058	11010	11010
6059	11010	11010
6060	11010	11010
6061	11010	11010
6062	11010	11010
6063	11010	11010
6064	11010	11010
6065	11010	11010
6066	11010	11010
6067	11010	11010
6068	11010	11010
6069	11010	11010
6070	11010	11010
6071	11010	11010
6072	11010	11010
6073	11010	11010
6074	11010	11010
6075	11010	11010
6076	11010	11010
6077	11010	11010
6078	11010	11010
6079	11010	11010
6080	11010	11010
6081	11010	11010
6082	11010	11010
6083	11010	11010
6084	11110	11110
6085	11110	11110
6086	11010	11010
6087	11010	11010
6088	11010	11010
6089	11010	11010
6090	11010	11010
6091	11110	11110
6092	11110	11110
6093	11110	11110
6094	11110	11110
6095	11110	11110
6096	11110	11110
6097	11110	11110
6098	11110	11110
6099	11110	11110
6100	11110	11110
6101	11110	11110
6102	11110	11110
6103	11110	11110
6104	11110	11110
6105	11110	11110
6106	11110	11110
6107	11110	11110
6108	11110	11110
6109	11110	11110
6110	11110	11110
6111	11110	11110
6112	11110	11110
6113	11110	11110
6114	11110	11110
6115	11110	11110
6116	11110	11110
6117	11110	11110
6118	11110	11110
6119	11110	11110
6120	11110	11110
6121	11110	11110
6122	11110	11110
6123	11110	11110
6124	11110	11110
6125	11110	11110
6126	11110	11110
6127	11110	11110
6128	11110	11110
6129	11110	11110
6130	11110	11110
6131	11110	11110
6132	11110	11110
6133	11110	11110
6134	11110	11110
6135	11110	11110
6136	11110	11110
6137	11110	11110
6138	11110	11110
6139	11110	11110
6140	11110	11110
6141	11110	11110
6142	11110	11110
6143	11110	11110
6144	11110	11110
6145	11110	11110
6146	11110	11110
6147	11110	11110
6148	11110	11110
6149	11110	11110
6150	11110	11110
6151	11110	11110
6152	11110	11110
6153	11110	11110
6154	11110	11110
6155	11110	11110
6156	11110	11110
6157	11110	11110
6158	11110	11110
6159	11110	11110
6160	11110	11110
6161	11110	11110
6162	11110	11110
6163	11110	11110
6164	11110	11110
6165	11110	11110
6166	11110	11110
6167	11110	11110
6168	11110	11110
6169	11110	11110
6170	11110	11110
6171	11110	11110
6172	11110	11110
6173	11110	11110
6174	11110	11110
6175	11010	11010
6176	11010	11010
6177	11110	11110
6178	11110	11110
6179	11110	11110
6180	11110	11110
6181	11110	11110
6182	11010	11010
6183	11010	11010
6184	11010	11010
6185	11010	11010
6186	11010	11010
6187	11010	11010
6188	11010	11010
6189	11010	11010
6190	11010	11010
6191	11010	11010
6192	11010	11010
6193	11010	11010
6194	11010	11010
6195	11010	11010
6196	11010	11010
6197	11010	11010
6198	11010	11010
6199	11010	11010
6200	11010	11010
6201	11010	11010
6202	11010	11010
6203	11010	11010
6204	11010	11010
6205	11010	11010
6206	11010	11010
6207	11010	11010
6208	11010	11010
6209	11010	11010
6210	11010	11010
6211	11010	11010
6212	11010	11010
6213	11100	11100
6214	11100	11100
6215	7000	1000
6216	11100	11100
6217	11100	11100
6218	11100	11100
6219	11100	11100
6220	11100	11100
6221	11100	11100
6222	11100	11100
6223	11100	11100
6224	11100	11100
6225	11100	11100
6226	11100	11100
6227	11100	11100
6228	11100	11100
6229	11100	11100
6230	11100	11100
6231	11100	11100
6232	11100	11100
6233	11100	11100
6234	11100	11100
6235	11100	11100
6236	11100	11100
6237	11100	11100
6238	11100	11100
6239	11100	11100
6240	11100	11100
6241	11100	11100
6242	11100	11100
6243	11100	11100
6244	11100	11100
6245	11100	11100
6246	11100	11100
6247	11100	11100
6248	11100	11100
6249	11100	11100
6250	11100	11100
6251	11100	11100
6252	11100	11100
6253	11100	11100
6254	11100	11100
6255	11100	11100
6256	11100	11100
6257	11100	11100
6258	11100	11100
6259	11100	11100
6260	11100	11100
6261	11100	11100
6262	11100	11100
6263	11100	11100
6264	11100	11100
6265	11100	11100
6266	11100	11100
6267	11000	11000
6268	11000	11000
6269	11100	11100
6270	11100	11100
6271	11100	11100
6272	11100	11100
6273	11100	11100
6274	11000	11000
6275	11000	11000
6276	11000	11000
6277	11000	11000
6278	11000	11000
6279	11000	11000
6280	11000	11000
6281	11000	11000
6282	11000	11000
6283	11000	11000
6284	11000	11000
6285	11000	11000
6286	11000	11000
6287	11000	11000
6288	11000	11000
6289	11000	11000
6290	11000	11000
6291	11000	11000
6292	11000	11000
6293	11000	11000
6294	11000	11000
6295	11000	11000
6296	11000	11000
6297	11000	11000
6298	11000	11000
6299	11000	11000
6300	11000	11000
6301	11000	11000
6302	11000	11000
6303	11000	11000
6304	11000	11000
6305	11120	11120
6306	11120	11120
6307	11120	11120
6308	11120	11120
6309	11120	11120
6310	11120	11120
6311	11120	11120
6312	11120	11120
6313	11120	11120
6314	11120	11120
6315	11120	11120
6316	11120	11120
6317	11120	11120
6318	11120	11120
6319	11120	11120
6320	11120	11120
6321	11120	11120
6322	11120	11120
6323	11120	11120
6324	11120	11120
6325	11120	11120
6326	11120	11120
6327	11120	11120
6328	11120	11120
6329	11120	11120
6330	11120	11120
6331	11120	11120
6332	11120	11120
6333	11120	11120
6334	11120	11120
6335	11120	11120
6336	11120	11120
6337	11120	11120
6338	11120	11120
6339	11120	11120
6340	11120	11120
6341	11120	11120
6342	11120	11120
6343	11120	11120
6344	11120	11120
6345	11120	11120
6346	11120	11120
6347	11120	11120
6348	11120	11120
6349	11120	11120
6350	11120	11120
6351	11120	11120
6352	11120	11120
6353	11120	11120
6354	11120	11120
6355	11120	11120
6356	11120	11120
6357	11120	11120
6358	11120	11120
6359	11020	11020
6360	11020	11020
6361	11120	11120
6362	11120	11120
6363	11120	11120
6364	11120	11120
6365	11120	11120
6366	11020	11020
6367	11020	11020
6368	11020	11020
6369	11020	11020
6370	11020	11020
6371	11020	11020
6372	11020	11020
6373	11020	11020
6374	11020	11020
6375	11020	11020
6376	11020	11020
6377	11020	11020
6378	11020	11020
6379	11020	11020
6380	11020	11020
6381	11020	11020
6382	11020	11020
6383	11020	11020
6384	11020	11020
6385	11020	11020
6386	11020	11020
6387	11020	11020
6388	11020	11020
6389	11020	11020
6390	11020	11020
6391	11020	11020
6392	11020	11020
6393	11020	11020
6394	11020	11020
6395	11020	11020
6396	11020	11020
6397	11020	11020
6398	11020	11020
6399	11020	11020
6400	11020	11020
6401	11020	11020
6402	11020	11020
6403	inf	11210
6404	inf	11210
6405	inf	11210
6406	inf	11210
6407	inf	11210
6408	inf	11210
6409	inf	11210
6410	inf	11210
6411	inf	11210
6412	inf	11210
6413	inf	11210
6414	inf	11210
6415	inf	11210
6416	inf	11210
6417	inf	11210
6418	inf	11210
6419	inf	11210
6420	inf	11210
6421	inf	11210
6422	inf	11210
6423	inf	11210
6424	inf	11210
6425	inf	11210
6426	inf	11210
6427	inf	11210
6428	inf	11210
6429	inf	11210
6430	inf	11210
6431	inf	11210
6432	inf	11210
6433	inf	11210
6434	inf	11210
6435	inf	11210
6436	inf	11210
6437	inf	11210
6438	inf	11210
6439	inf	11210
6440	inf	11210
6441	inf	11210
6442	inf	11210
6443	inf	11210
6444	inf	11210
6445	inf	11210
6446	inf	11210
6447	inf	11210
6448	inf	11210
6449	inf	11210
6450	inf	11210
6451	inf	11210
6452	inf	11210
6453	inf	11210
6454	inf	11210
6455	inf	11210
6456	11020	11020
6457	11020	11020
6458	inf	11210
6459	inf	11210
6460	inf	11210
6461	inf	11210
6462	inf	11210
6463	11020	11020
6464	11020	11020
6465	11020	11020
6466	11020	11020
6467	11020	11020
6468	11020	11020
6469	11020	11020
6470	11020	11020
6471	11020	11020
6472	11020	11020
6473	11020	11020
6474	11020	11020
6475	11020	11020
6476	11020	11020
6477	11020	11020
6478	11020	11020
6479	11020	11020
6480	11020	11020
6481	11020	11020
6482	11020	11020
6483	11020	11020
6484	11020	11020
6485	11020	11020
6486	11020	11020
6487	11020	11020
6488	11020	11020
6489	11020	11020
6490	11020	11020
6491	11020	11020
6492	11020	11020
6493	11020	11020
6494	inf	17120
6495	inf	17120
6496	inf	17120
6497	inf	17120
6498	inf	17120
6499	inf	17120
6500	inf	17120
6501	inf	17120
6502	inf	17120
6503	inf	17120
6504	inf	17120
6505	inf	17120
6506	inf	17120
6507	inf	17120
6508	inf	17120
6509	inf	17120
6510	10110	2110
6511	10100	2100
6512	10100	2100
6513	inf	17120
6514	inf	17120
6515	inf	17120
6516	inf	17120
6517	inf	17120
6518	inf	17120
6519	inf	17120
6520	inf	17120
6521	inf	17120
6522	inf	17120
6523	inf	17120
6524	inf	17120
6525	inf	17120
6526	inf	17120
6527	inf	17120
6528	inf	17120
6529	inf	17120
6530	inf	17120
6531	inf	17120
6532	inf	17120
6533	inf	17120
6534	inf	17120
6535	inf	17120
6536	inf	17120
6537	inf	17120
6538	inf	17120
6539	inf	17120
6540	inf	17120
6541	inf	17120
6542	inf	17120
6543	inf	17120
6544	10110	2110
6545	10100	2100
6546	inf	17120
6547	inf	17120
6548	inf	17120
6549	inf	17120
6550	inf	17120
6551	inf	17120
6552	inf	17120
6553	inf	17120
6554	inf	17120
6555	inf	17120
6556	inf	17120
6557	inf	17020
6558	inf	17020
6559	inf	17120
6560	inf	17120
6561	inf	17120
6562	inf	17120
6563	inf	17120
6564	inf	17020
6565	inf	17020
6566	inf	17020
6567	inf	17020
6568	inf	17020
6569	inf	17020
6570	inf	17020
6571	inf	17020
6572	inf	17020
6573	inf	17020
6574	inf	17020
6575	inf	17020
6576	inf	17020
6577	inf	17020
6578	inf	17020
6579	inf	17020
6580	inf	17020
6581	inf	17020
6582	inf	17020
6583	inf	17020
6584	inf	17020
6585	inf	17020
6586	inf	17020
6587	inf	17020
6588	inf	17020
6589	inf	17020
6590	inf	17020
6591	inf	17020
6592	inf	17020
6593	inf	17020
6594	inf	17020
6595	12319	12319
6596	12319	12319
6597	12319	12319
6598	12319	12319
6599	inf	12319
6600	12319	12319
6601	12319	12319
6602	12319	12319
6603	12319	12319
6604	12319	12319
6605	12319	12319
6606	12319	12319
6607	12319	12319
6608	12319	12319
6609	12319	12319
6610	12319	12319
6611	12319	12319
6612	12319	12319
6613	12319	12319
6614	12319	12319
6615	12319	12319
6616	12319	12319
6617	12319	12319
6618	12319	12319
6619	12319	12319
6620	12319	12319
6621	12319	12319
6622	12319	12319
6623	12319	12319
6624	12319	12319
6625	12319	12319
6626	12319	12319
6627	12319	12319
6628	12319	12319
6629	12319	12319
6630	12319	12319
6631	12319	12319
6632	12319	12319
6633	12319	12319
6634	12319	12319
6635	12319	12319
6636	12319	12319
6637	12319	12319
6638	12319	12319
6639	12319	12319
6640	12319	12319
6641	12319	12319
6642	12319	12319
6643	12319	12319
6644	12319	12319
6645	12319	12319
6646	12319	12319
6647	12319	12319
6648	12319	12319
6649	inf	12519
6650	inf	12519
6651	12319	12319
6652	12319	12319
6653	12319	12319
6654	12319	12319
6655	12319	12319
6656	inf	12519
6657	inf	12519
6658	inf	12519
6659	inf	12519
6660	inf	12519
6661	inf	12519
6662	inf	12519
6663	inf	12519
6664	inf	12519
6665	inf	12519
6666	inf	12519
6667	inf	12519
6668	inf	12519
6669	inf	12519
6670	inf	12519
6671	inf	12519
6672	inf	12519
6673	inf	12519
6674	inf	12519
6675	inf	12519
6676	inf	12519
6677	inf	12519
6678	inf	12519
6679	12519	12519
6680	inf	12519
6681	inf	12519
6682	inf	12519
6683	inf	12519
6684	inf	12519
6685	inf	12519
6686	inf	12519
6687	inf	12519
6688	inf	12519
6689	inf	12519
6690	inf	12519
6691	inf	12519
6692	inf	12519
6693	inf	2210
6694	inf	2210
6695	inf	2210
6696	inf	2210
6697	inf	2210
6698	inf	2210
6699	inf	2210
6700	inf	2210
6701	inf	2210
6702	inf	2210
6703	inf	2210
6704	inf	2210
6705	inf	2210
6706	inf	2210
6707	inf	2210
6708	inf	2210
6709	inf	2210
6710	inf	2210
6711	inf	2210
6712	inf	2210
6713	inf	2210
6714	inf	2210
6715	inf	2210
6716	inf	2210
6717	inf	2210
6718	inf	2210
6719	inf	2210
6720	inf	2210
6721	inf	2210
6722	inf	2210
6723	inf	2210
6724	inf	2210
6725	inf	2210
6726	inf	2210
6727	inf	2210
6728	inf	2210
6729	inf	2210
6730	inf	2210
6731	inf	2210
6732	inf	2210
6733	inf	2210
6734	inf	2210
6735	inf	2210
6736	inf	2210
6737	inf	2210
6738	inf	2210
6739	inf	2210
6740	inf	2210
6741	inf	2210
6742	inf	2210
6743	inf	2210
6744	inf	2210
6745	inf	2210
6746	inf	2210
6747	inf	2210
6748	inf	2210
6749	inf	2210
6750	inf	2210
6751	inf	2210
6752	inf	2210
6753	inf	2210
6754	inf	2210
6755	inf	2210
6756	2020	2020
6757	2020	2020
6758	inf	2210
6759	inf	2210
6760	inf	2210
6761	inf	2210
6762	inf	2210
6763	2020	2020
6764	2020	2020
6765	2020	2020
6766	2020	2020
6767	2020	2020
6768	2020	2020
6769	2020	2020
6770	2020	2020
6771	2020	2020
6772	2020	2020
6773	2020	2020
6774	2020	2020
6775	2020	2020
6776	2020	2020
6777	2020	2020
6778	2020	2020
6779	2020	2020
6780	2020	2020
6781	2020	2020
6782	2020	2020
6783	2020	2020
6784	2020	2020
6785	inf	2020
6786	2020	2020
6787	inf	2020
6788	2020	2020
6789	2020	2020
6790	2020	2020
6791	2020	2020
6792	2020	2020
6793	2020	2020
6794	2020	2020
6795	2020	2020
6796	2020	2020
6797	2020	2020
6798	2020	2020
6799	2020	2020
6800	2020	2020
6801	2020	2020
6802	2310	2310
6803	2310	2310
6804	2310	2310
6805	2310	2310
6806	2310	2310
6807	2310	2310
6808	2310	2310
6809	2310	2310
6810	2310	2310
6811	2310	2310
6812	2310	2310
6813	2310	2310
6814	2310	2310
6815	2310	2310
6816	2310	2310
6817	2310	2310
6818	2310	2310
6819	2310	2310
6820	2310	2310
6821	2310	2310
6822	inf	2510
6823	inf	2510
6824	inf	2510
6825	inf	2510
6826	inf	2510
6827	inf	2510
6828	inf	2510
6829	inf	2510
6830	2320	2320
6831	2320	2320
6832	2320	2320
6833	2320	2320
6834	2320	2320
6835	2320	2320
6836	2320	2320
6837	2320	2320
6838	2320	2320
6839	2320	2320
6840	2320	2320
6841	2320	2320
6842	2320	2320
6843	2320	2320
6844	2320	2320
6845	2320	2320
6846	2320	2320
6847	2320	2320
6848	2320	2320
6849	2320	2320
6850	2320	2320
6851	2320	2320
6852	2320	2320
6853	2320	2320
6854	2320	2320
6855	2320	2320
6856	2320	2320
6857	2320	2320
6858	2320	2320
6859	inf	2520
6860	inf	2520
6861	inf	2520
6862	inf	2520
6863	inf	2520
6864	inf	2520
6865	inf	2520
6866	inf	2520
6867	inf	2520
6868	inf	2520
6869	inf	2520
6870	inf	2520
6871	inf	2520
6872	inf	2520
6873	inf	2520
6874	inf	2520
6875	inf	2520
6876	inf	2520
6877	inf	2520
6878	inf	2520
6879	inf	2520
6880	inf	2720
6881	inf	2720
6882	inf	2720
6883	inf	2720
6884	inf	2720
6885	inf	2720
6886	inf	2720
6887	inf	2720
6888	inf	2720
6889	2730	2730
6890	2730	2730
6891	2730	2730
6892	12200	3220
6893	12200	3220
6894	12200	3220
6895	12200	3220
6896	12200	3220
6897	11010	1010
6898	12010	3030
6899	9000	9000
6900	12000	9000
6901	9000	9000
6902	9000	9000
6903	9000	9000
6904	9000	9000
6905	9000	9000
6906	9000	9000
6907	9000	9000
6908	11000	1000
6909	11000	1000
6910	9000	9000
6911	9000	9000
6912	9000	9000
6913	9000	9000
6914	9000	9000
6915	9000	9000
6916	9000	9000
6917	9000	9000
6918	9000	9000
6919	9000	9000
6920	9000	9000
6921	9000	9000
6922	9000	9000
6923	9000	9000
6924	9000	9000
6925	9000	9000
6926	9000	9000
6927	9000	9000
6928	9000	9000
6929	9000	9000
6930	9000	9000
6931	9000	9000
6932	9000	9000
6933	9000	9000
6934	9000	9000
6935	9000	9000
6936	9000	9000
6937	9000	9000
6938	9000	9000
6939	9000	9000
6940	9000	9000
6941	9000	9000
6942	9000	9000
6943	9000	9000
6944	9000	9000
6945	9000	9000
6946	9000	9000
6947	9000	9000
6948	9000	9000
6949	9000	9000
6950	9000	9000
6951	9000	9000
6952	9000	9000
6953	9000	9000
6954	9000	9000
6955	9000	9000
6956	9000	9000
6957	11100	11100
6958	11100	11100
6959	9000	9000
6960	9000	9000
6961	9000	9000
6962	9000	9000
6963	9000	9000
6964	11100	11100
6965	11100	11100
6966	11100	11100
6967	11100	11100
6968	11100	11100
6969	11100	11100
6970	11100	11100
6971	11100	11100
6972	11100	11100
6973	11100	11100
6974	11100	11100
6975	11100	11100
6976	11100	11100
6977	11100	11100
6978	11100	11100
6979	11100	11100
6980	11100	11100
6981	11100	11100
6982	11100	11100
6983	11100	11100
6984	11100	11100
6985	11100	11100
6986	11100	11100
6987	11100	11100
6988	11100	11100
6989	11100	11100
6990	11100	11100
6991	11100	11100
6992	11100	11100
6993	11100	11100
6994	11100	11100
6995	inf	inf
6996	inf	inf
6997	inf	inf
6998	inf	inf
6999	inf	inf
7000	inf	inf
7001	inf	inf
7002	inf	inf
7003	inf	inf
7004	inf	inf
7005	inf	inf
7006	inf	inf
7007	inf	inf
7008	inf	inf
7009	inf	inf
7010	inf	inf
7011	inf	inf
7012	inf	inf
7013	inf	inf
7014	inf	inf
7015	inf	inf
7016	inf	inf
7017	inf	inf
7018	inf	inf
7019	inf	inf
7020	inf	inf
7021	inf	inf
7022	inf	inf
7023	inf	inf
7024	inf	inf
7025	inf	inf
7026	inf	inf
7027	inf	inf
7028	inf	inf
7029	inf	inf
7030	inf	inf
7031	inf	inf
7032	inf	inf
7033	inf	inf
7034	inf	inf
7035	inf	inf
7036	inf	inf
7037	inf	inf
7038	inf	inf
7039	inf	inf
7040	inf	inf
7041	inf	inf
7042	inf	inf
7043	inf	inf
7044	inf	inf
7045	inf	inf
7046	inf	inf
7047	inf	inf
7048	inf	inf
7049	inf	inf
7050	inf	inf
7051	inf	inf
7052	inf	inf
7053	inf	inf
7054	inf	inf
7055	inf	inf
7056	inf	inf
7057	inf	inf
7058	inf	inf
7059	inf	inf
7060	inf	inf
7061	inf	inf
7062	inf	inf
7063	inf	inf
7064	inf	inf
7065	inf	inf
7066	inf	inf
7067	inf	inf
7068	inf	inf
7069	inf	inf
7070	inf	inf
7071	inf	inf
7072	inf	inf
7073	inf	inf
7074	inf	inf
7075	inf	inf
7076	inf	inf
7077	inf	inf
7078	inf	inf
7079	inf	inf
7080	inf	inf
7081	inf	inf
7082	inf	inf
7083	inf	inf
7084	inf	inf
7085	inf	inf
7086	inf	inf
7087	inf	inf
7088	inf	inf
7089	12109	12109
7090	12109	12109
7091	12109	12109
7092	12109	12109
7093	12109	12109
7094	12109	12109
7095	12109	12109
7096	12109	12109
7097	12109	12109
7098	12109	12109
7099	12109	12109
7100	12109	12109
7101	12109	12109
7102	12109	12109
7103	12109	12109
7104	12109	12109
7105	12109	12109
7106	12109	12109
7107	12109	12109
7108	12109	12109
7109	12109	12109
7110	12109	12109
7111	12109	12109
7112	12109	12109
7113	12109	12109
7114	12109	12109
7115	12109	12109
7116	12109	12109
7117	12109	12109
7118	12109	12109
7119	12109	12109
7120	12109	12109
7121	12109	12109
7122	12109	12109
7123	12109	12109
7124	12109	12109
7125	12109	12109
7126	12109	12109
7127	12109	12109
7128	12109	12109
7129	12109	12109
7130	12109	12109
7131	12109	12109
7132	12109	12109
7133	12109	12109
7134	12109	12109
7135	12109	12109
7136	12109	12109
7137	12109	12109
7138	12109	12109
7139	12109	12109
7140	12109	12109
7141	12109	12109
7142	12009	12009
7143	12009	12009
7144	12109	12109
7145	12109	12109
7146	12109	12109
7147	12109	12109
7148	12109	12109
7149	12009	12009
7150	12009	12009
7151	12009	12009
7152	12009	12009
7153	12009	12009
7154	12009	12009
7155	12009	12009
7156	12009	12009
7157	12009	12009
7158	12009	12009
7159	12009	12009
7160	12009	12009
7161	12009	12009
7162	12009	12009
7163	12009	12009
7164	12009	12009
7165	12009	12009
7166	12009	12009
7167	12009	12009
7168	12009	12009
7169	12009	12009
7170	12009	12009
7171	12009	12009
7172	12009	12009
7173	12009	12009
7174	12009	12009
7175	12009	12009
7176	12009	12009
7177	12009	12009
7178	12009	12009
7179	12009	12009
7180	inf	4200
7181	inf	4200
7182	inf	4200
